data,function,width,errorbound,ssim
synthetic256m,boxcox0,200,0.05,1.0
synthetic256m,boxcox0,200,0.1,1.0
synthetic256m,boxcox0,200,1e-08,1.0
synthetic256m,boxcox0,400,0.0001,1.0
synthetic256m,boxcox0,400,0.01,1.0
synthetic256m,boxcox0,400,0.05,1.0
synthetic256m,boxcox0,400,0.1,1.0
synthetic256m,boxcox0,400,1e-08,1.0
synthetic256m,boxcox0,600,0.0001,1.0
synthetic256m,boxcox0,600,0.01,1.0
synthetic256m,boxcox0,600,0.05,1.0
synthetic256m,boxcox0,600,0.1,1.0
synthetic256m,boxcox0,600,1e-08,1.0
synthetic256m,boxcox0,800,0.0001,1.0
synthetic256m,boxcox0,800,0.01,1.0
synthetic256m,boxcox0,800,0.05,1.0
synthetic256m,boxcox0,800,0.1,1.0
synthetic256m,boxcox0,800,1e-08,1.0
synthetic256m,devide,1000,0.0001,1.0
synthetic256m,devide,1000,0.01,0.9999
synthetic256m,devide,1000,0.05,0.9986
synthetic256m,devide,1000,0.1,0.9986
synthetic256m,devide,1000,1e-08,1.0
synthetic256m,devide,200,0.0001,1.0
synthetic256m,devide,200,0.01,0.9996
synthetic256m,devide,200,0.05,0.9989
synthetic256m,devide,200,0.1,0.9989
synthetic256m,devide,200,1e-08,1.0
synthetic256m,devide,400,0.0001,1.0
synthetic256m,devide,400,0.01,0.9996
synthetic256m,devide,400,0.05,0.9992
synthetic256m,devide,400,0.1,0.9992
synthetic256m,devide,400,1e-08,1.0
synthetic256m,devide,600,0.0001,0.9999
synthetic256m,devide,600,0.01,0.9996
synthetic256m,devide,600,0.05,0.9981
synthetic256m,devide,600,0.1,0.9981
synthetic256m,devide,600,1e-08,1.0
synthetic256m,devide,800,0.0001,1.0
synthetic256m,devide,800,0.01,0.9999
synthetic256m,devide,800,0.05,0.9982
synthetic256m,devide,800,0.1,0.9982
synthetic256m,devide,800,1e-08,1.0
synthetic256m,func1,1000,0.0001,1.0
synthetic256m,func1,1000,0.01,1.0
synthetic256m,func1,1000,0.05,1.0
synthetic256m,func1,1000,0.1,1.0
synthetic256m,func1,1000,1e-08,1.0
synthetic256m,func1,200,0.0001,1.0
synthetic256m,func1,200,0.01,1.0
synthetic256m,func1,200,0.05,1.0
synthetic256m,func1,200,0.1,1.0
synthetic256m,func1,200,1e-08,1.0
synthetic256m,func1,400,0.0001,1.0
synthetic256m,func1,400,0.01,1.0
synthetic256m,func1,400,0.05,1.0
synthetic256m,func1,400,0.1,1.0
synthetic256m,func1,400,1e-08,1.0
synthetic256m,func1,600,0.0001,1.0
synthetic256m,func1,600,0.01,1.0
synthetic256m,func1,600,0.05,1.0
synthetic256m,func1,600,0.1,1.0
synthetic256m,func1,600,1e-08,1.0
synthetic256m,func1,800,0.0001,1.0
synthetic256m,func1,800,0.01,1.0
synthetic256m,func1,800,0.05,1.0
synthetic256m,func1,800,0.1,1.0
synthetic256m,func1,800,1e-08,1.0
synthetic256m,L2,1000,0.0001,1.0
synthetic256m,L2,1000,0.01,0.9956
synthetic256m,L2,1000,0.05,0.9922
synthetic256m,L2,1000,0.1,0.9922
synthetic256m,L2,1000,1e-08,1.0
synthetic256m,L2,200,0.0001,1.0
synthetic256m,L2,200,0.01,0.9961
synthetic256m,L2,200,0.05,0.9905
synthetic256m,L2,200,0.1,0.984
synthetic256m,L2,200,1e-08,1.0
synthetic256m,L2,400,0.0001,1.0
synthetic256m,L2,400,0.01,0.9957
synthetic256m,L2,400,0.05,0.9884
synthetic256m,L2,400,0.1,0.9884
synthetic256m,L2,400,1e-08,1.0
synthetic256m,L2,600,0.0001,1.0
synthetic256m,L2,600,0.01,0.9958
synthetic256m,L2,600,0.05,0.9911
synthetic256m,L2,600,0.1,0.9911
synthetic256m,L2,600,1e-08,1.0
synthetic256m,L2,800,0.0001,1.0
synthetic256m,L2,800,0.01,0.9969
synthetic256m,L2,800,0.05,0.992
synthetic256m,L2,800,0.1,0.992
synthetic256m,L2,800,1e-08,1.0
synthetic256m,L22,1000,0.0001,1.0
synthetic256m,L22,1000,0.01,0.9982
synthetic256m,L22,1000,0.05,0.9857
synthetic256m,L22,1000,0.1,0.9857
synthetic256m,L22,1000,1e-08,1.0
synthetic256m,L22,200,0.0001,1.0
synthetic256m,L22,200,0.01,0.9967
synthetic256m,L22,200,0.05,0.9967
synthetic256m,L22,200,0.1,0.9753
synthetic256m,L22,200,1e-08,1.0
synthetic256m,L22,400,0.0001,1.0
synthetic256m,L22,400,0.01,0.9974
synthetic256m,L22,400,0.05,0.9754
synthetic256m,L22,400,0.1,0.9754
synthetic256m,L22,400,1e-08,1.0
synthetic256m,L22,600,0.0001,1.0
synthetic256m,L22,600,0.01,0.9978
synthetic256m,L22,600,0.05,0.9825
synthetic256m,L22,600,0.1,0.9825
synthetic256m,L22,600,1e-08,1.0
synthetic256m,L22,800,0.0001,1.0
synthetic256m,L22,800,0.01,0.998
synthetic256m,L22,800,0.05,0.9866
synthetic256m,L22,800,0.1,0.9866
synthetic256m,L22,800,1e-08,1.0
synthetic256m,L2LN,1000,0.0001,1.0
synthetic256m,L2LN,1000,0.01,0.9981
synthetic256m,L2LN,1000,0.05,0.9897
synthetic256m,L2LN,1000,0.1,0.9897
synthetic256m,L2LN,1000,1e-08,1.0
synthetic256m,L2LN,200,0.0001,1.0
synthetic256m,L2LN,200,0.01,0.9966
synthetic256m,L2LN,200,0.05,0.983
synthetic256m,L2LN,200,0.1,0.983
synthetic256m,L2LN,200,1e-08,1.0
synthetic256m,L2LN,400,0.0001,1.0
synthetic256m,L2LN,400,0.01,0.997
synthetic256m,L2LN,400,0.05,0.9855
synthetic256m,L2LN,400,0.1,0.9855
synthetic256m,L2LN,400,1e-08,1.0
synthetic256m,L2LN,600,0.0001,1.0
synthetic256m,L2LN,600,0.01,0.9972
synthetic256m,L2LN,600,0.05,0.9877
synthetic256m,L2LN,600,0.1,0.9877
synthetic256m,L2LN,600,1e-08,1.0
synthetic256m,L2LN,800,0.0001,1.0
synthetic256m,L2LN,800,0.01,0.9977
synthetic256m,L2LN,800,0.05,0.9891
synthetic256m,L2LN,800,0.1,0.9891
synthetic256m,L2LN,800,1e-08,1.0
synthetic256m,max,1000,0.0001,1.0
synthetic256m,max,1000,0.01,0.9941
synthetic256m,max,1000,0.05,0.9941
synthetic256m,max,1000,0.1,0.9941
synthetic256m,max,1000,1e-08,1.0
synthetic256m,max,200,0.0001,1.0
synthetic256m,max,200,0.01,0.9999
synthetic256m,max,200,0.05,0.9903
synthetic256m,max,200,0.1,0.9903
synthetic256m,max,200,1e-08,1.0
synthetic256m,max,400,0.0001,1.0
synthetic256m,max,400,0.01,0.9916
synthetic256m,max,400,0.05,0.9916
synthetic256m,max,400,0.1,0.9916
synthetic256m,max,400,1e-08,1.0
synthetic256m,max,600,0.0001,1.0
synthetic256m,max,600,0.01,0.9929
synthetic256m,max,600,0.05,0.9929
synthetic256m,max,600,0.1,0.9929
synthetic256m,max,600,1e-08,1.0
synthetic256m,max,800,0.0001,1.0
synthetic256m,max,800,0.01,0.9935
synthetic256m,max,800,0.05,0.9935
synthetic256m,max,800,0.1,0.9935
synthetic256m,max,800,1e-08,1.0
synthetic256m,mean,1000,0.0001,1.0
synthetic256m,mean,1000,0.01,0.9951
synthetic256m,mean,1000,0.05,0.9906
synthetic256m,mean,1000,0.1,0.9906
synthetic256m,mean,1000,1e-08,1.0
synthetic256m,mean,200,0.0001,1.0
synthetic256m,mean,200,0.01,0.9959
synthetic256m,mean,200,0.05,0.9867
synthetic256m,mean,200,0.1,0.9844
synthetic256m,mean,200,1e-08,1.0
synthetic256m,mean,400,0.0001,1.0
synthetic256m,mean,400,0.01,0.996
synthetic256m,mean,400,0.05,0.9881
synthetic256m,mean,400,0.1,0.9879
synthetic256m,mean,400,1e-08,1.0
synthetic256m,mean,600,0.0001,1.0
synthetic256m,mean,600,0.01,0.9951
synthetic256m,mean,600,0.05,0.9886
synthetic256m,mean,600,0.1,0.9886
synthetic256m,mean,600,1e-08,1.0
synthetic256m,mean,800,0.0001,1.0
synthetic256m,mean,800,0.01,0.996
synthetic256m,mean,800,0.05,0.9904
synthetic256m,mean,800,0.1,0.9904
synthetic256m,mean,800,1e-08,1.0
synthetic256m,minus,1000,0.0001,1.0
synthetic256m,minus,1000,0.01,0.9909
synthetic256m,minus,1000,0.05,0.9763
synthetic256m,minus,1000,0.1,0.9763
synthetic256m,minus,1000,1e-08,1.0
synthetic256m,minus,200,0.0001,1.0
synthetic256m,minus,200,0.01,0.9901
synthetic256m,minus,200,0.05,0.9893
synthetic256m,minus,200,0.1,0.9893
synthetic256m,minus,200,1e-08,1.0
synthetic256m,minus,400,0.0001,1.0
synthetic256m,minus,400,0.01,0.9897
synthetic256m,minus,400,0.05,0.9891
synthetic256m,minus,400,0.1,0.9715
synthetic256m,minus,400,1e-08,1.0
synthetic256m,minus,600,0.0001,1.0
synthetic256m,minus,600,0.01,0.9896
synthetic256m,minus,600,0.05,0.9905
synthetic256m,minus,600,0.1,0.9756
synthetic256m,minus,600,1e-08,1.0
synthetic256m,minus,800,0.0001,1.0
synthetic256m,minus,800,0.01,0.9894
synthetic256m,minus,800,0.05,0.9894
synthetic256m,minus,800,0.1,0.976
synthetic256m,minus,800,1e-08,1.0
synthetic256m,multi,1000,0.0001,1.0
synthetic256m,multi,1000,0.01,0.9976
synthetic256m,multi,1000,0.05,0.9871
synthetic256m,multi,1000,0.1,0.9871
synthetic256m,multi,1000,1e-08,1.0
synthetic256m,multi,200,0.0001,1.0
synthetic256m,multi,200,0.01,0.9962
synthetic256m,multi,200,0.05,0.9952
synthetic256m,multi,200,0.1,0.964
synthetic256m,multi,200,1e-08,1.0
synthetic256m,multi,400,0.0001,1.0
synthetic256m,multi,400,0.01,0.9961
synthetic256m,multi,400,0.05,0.9958
synthetic256m,multi,400,0.1,0.978
synthetic256m,multi,400,1e-08,1.0
synthetic256m,multi,600,0.0001,1.0
synthetic256m,multi,600,0.01,0.9962
synthetic256m,multi,600,0.05,0.9847
synthetic256m,multi,600,0.1,0.9847
synthetic256m,multi,600,1e-08,1.0
synthetic256m,multi,800,0.0001,1.0
synthetic256m,multi,800,0.01,0.9965
synthetic256m,multi,800,0.05,0.9802
synthetic256m,multi,800,0.1,0.9802
synthetic256m,multi,800,1e-08,1.0
synthetic256m,plus,1000,0.0001,1.0
synthetic256m,plus,1000,0.01,0.9978
synthetic256m,plus,1000,0.05,0.9887
synthetic256m,plus,1000,0.1,0.9887
synthetic256m,plus,1000,1e-08,1.0
synthetic256m,plus,200,0.0001,1.0
synthetic256m,plus,200,0.01,0.9962
synthetic256m,plus,200,0.05,0.9962
synthetic256m,plus,200,0.1,0.9758
synthetic256m,plus,200,1e-08,1.0
synthetic256m,plus,400,0.0001,1.0
synthetic256m,plus,400,0.01,0.9967
synthetic256m,plus,400,0.05,0.9805
synthetic256m,plus,400,0.1,0.9805
synthetic256m,plus,400,1e-08,1.0
synthetic256m,plus,600,0.0001,1.0
synthetic256m,plus,600,0.01,0.9971
synthetic256m,plus,600,0.05,0.987
synthetic256m,plus,600,0.1,0.987
synthetic256m,plus,600,1e-08,1.0
synthetic256m,plus,800,0.0001,1.0
synthetic256m,plus,800,0.01,0.9975
synthetic256m,plus,800,0.05,0.987
synthetic256m,plus,800,0.1,0.987
synthetic256m,plus,800,1e-08,1.0
synthetic256m,variance,1000,0.0001,0.9999
synthetic256m,variance,1000,0.01,0.9961
synthetic256m,variance,1000,0.05,0.9851
synthetic256m,variance,1000,0.1,0.9851
synthetic256m,variance,1000,1e-08,1.0
synthetic256m,variance,200,0.0001,0.9999
synthetic256m,variance,200,0.01,0.9963
synthetic256m,variance,200,0.05,0.9876
synthetic256m,variance,200,0.1,0.9876
synthetic256m,variance,200,1e-08,1.0
synthetic256m,variance,400,0.0001,0.9999
synthetic256m,variance,400,0.01,0.9949
synthetic256m,variance,400,0.05,0.9925
synthetic256m,variance,400,0.1,0.9851
synthetic256m,variance,400,1e-08,1.0
synthetic256m,variance,600,0.0001,0.9999
synthetic256m,variance,600,0.01,0.9957
synthetic256m,variance,600,0.05,0.9882
synthetic256m,variance,600,0.1,0.9882
synthetic256m,variance,600,1e-08,1.0
synthetic256m,variance,800,0.0001,0.9999
synthetic256m,variance,800,0.01,0.9959
synthetic256m,variance,800,0.05,0.9857
synthetic256m,variance,800,0.1,0.9857
synthetic256m,variance,800,1e-08,1.0
synthetic256m,weightsum,1000,0.0001,1.0
synthetic256m,weightsum,1000,0.01,0.9969
synthetic256m,weightsum,1000,0.05,0.9897
synthetic256m,weightsum,1000,0.1,0.9897
synthetic256m,weightsum,1000,1e-08,1.0
synthetic256m,weightsum,200,0.0001,0.9999
synthetic256m,weightsum,200,0.01,0.996
synthetic256m,weightsum,200,0.05,0.9879
synthetic256m,weightsum,200,0.1,0.9802
synthetic256m,weightsum,200,1e-08,1.0
synthetic256m,weightsum,400,0.0001,1.0
synthetic256m,weightsum,400,0.01,0.9954
synthetic256m,weightsum,400,0.05,0.9926
synthetic256m,weightsum,400,0.1,0.9858
synthetic256m,weightsum,400,1e-08,1.0
synthetic256m,weightsum,600,0.0001,1.0
synthetic256m,weightsum,600,0.01,0.9961
synthetic256m,weightsum,600,0.05,0.9876
synthetic256m,weightsum,600,0.1,0.9876
synthetic256m,weightsum,600,1e-08,1.0
synthetic256m,weightsum,800,0.0001,1.0
synthetic256m,weightsum,800,0.01,0.9964
synthetic256m,weightsum,800,0.05,0.989
synthetic256m,weightsum,800,0.1,0.989
synthetic256m,weightsum,800,1e-08,1.0
synthetic2m,boxcox0,1000,0.0001,1.0
synthetic2m,boxcox0,1000,0.01,1.0
synthetic2m,boxcox0,1000,0.05,1.0
synthetic2m,boxcox0,1000,0.1,1.0
synthetic2m,boxcox0,1000,1e-08,1.0
synthetic2m,boxcox0,200,0.0001,1.0
synthetic2m,boxcox0,200,0.01,1.0
synthetic2m,boxcox0,200,0.05,1.0
synthetic2m,boxcox0,200,0.1,1.0
synthetic2m,boxcox0,200,1e-08,1.0
synthetic2m,boxcox0,400,0.0001,1.0
synthetic2m,boxcox0,400,0.01,1.0
synthetic2m,boxcox0,400,0.05,1.0
synthetic2m,boxcox0,400,0.1,1.0
synthetic2m,boxcox0,400,1e-08,1.0
synthetic2m,boxcox0,600,0.0001,1.0
synthetic2m,boxcox0,600,0.01,1.0
synthetic2m,boxcox0,600,0.05,1.0
synthetic2m,boxcox0,600,0.1,1.0
synthetic2m,boxcox0,600,1e-08,1.0
synthetic2m,boxcox0,800,0.0001,1.0
synthetic2m,boxcox0,800,0.01,1.0
synthetic2m,boxcox0,800,0.05,1.0
synthetic2m,boxcox0,800,0.1,1.0
synthetic2m,boxcox0,800,1e-08,1.0
synthetic2m,devide,1000,0.0001,1.0
synthetic2m,devide,1000,0.01,0.9997
synthetic2m,devide,1000,0.05,0.9873
synthetic2m,devide,1000,0.1,0.9873
synthetic2m,devide,1000,1e-08,1.0
synthetic2m,devide,200,0.0001,0.9999
synthetic2m,devide,200,0.01,0.9991
synthetic2m,devide,200,0.05,0.9991
synthetic2m,devide,200,0.1,0.9991
synthetic2m,devide,200,1e-08,1.0
synthetic2m,devide,400,0.0001,1.0
synthetic2m,devide,400,0.01,0.9995
synthetic2m,devide,400,0.05,0.9995
synthetic2m,devide,400,0.1,0.9899
synthetic2m,devide,400,1e-08,1.0
synthetic2m,devide,600,0.0001,1.0
synthetic2m,devide,600,0.01,0.9996
synthetic2m,devide,600,0.05,0.9902
synthetic2m,devide,600,0.1,0.9902
synthetic2m,devide,600,1e-08,1.0
synthetic2m,devide,800,0.0001,0.9999
synthetic2m,devide,800,0.01,0.9997
synthetic2m,devide,800,0.05,0.9909
synthetic2m,devide,800,0.1,0.9909
synthetic2m,devide,800,1e-08,1.0
synthetic2m,func1,1000,0.0001,1.0
synthetic2m,func1,1000,0.01,1.0
synthetic2m,func1,1000,0.05,1.0
synthetic2m,func1,1000,0.1,1.0
synthetic2m,func1,1000,1e-08,1.0
synthetic2m,func1,200,0.0001,1.0
synthetic2m,func1,200,0.01,1.0
synthetic2m,func1,200,0.05,1.0
synthetic2m,func1,200,0.1,1.0
synthetic2m,func1,200,1e-08,1.0
synthetic2m,func1,400,0.0001,1.0
synthetic2m,func1,400,0.01,1.0
synthetic2m,func1,400,0.05,1.0
synthetic2m,func1,400,0.1,1.0
synthetic2m,func1,400,1e-08,1.0
synthetic2m,func1,600,0.0001,1.0
synthetic2m,func1,600,0.01,1.0
synthetic2m,func1,600,0.05,1.0
synthetic2m,func1,600,0.1,1.0
synthetic2m,func1,600,1e-08,1.0
synthetic2m,func1,800,0.0001,1.0
synthetic2m,func1,800,0.01,1.0
synthetic2m,func1,800,0.05,1.0
synthetic2m,func1,800,0.1,1.0
synthetic2m,func1,800,1e-08,1.0
synthetic2m,L2,1000,0.0001,0.9999
synthetic2m,L2,1000,0.01,0.9948
synthetic2m,L2,1000,0.05,0.9822
synthetic2m,L2,1000,0.1,0.9822
synthetic2m,L2,1000,1e-08,1.0
synthetic2m,L2,200,0.0001,0.9999
synthetic2m,L2,200,0.01,0.9936
synthetic2m,L2,200,0.05,0.9884
synthetic2m,L2,200,0.1,0.9809
synthetic2m,L2,200,1e-08,1.0
synthetic2m,L2,400,0.0001,0.9999
synthetic2m,L2,400,0.01,0.9954
synthetic2m,L2,400,0.05,0.9901
synthetic2m,L2,400,0.1,0.9804
synthetic2m,L2,400,1e-08,1.0
synthetic2m,L2,600,0.0001,0.9999
synthetic2m,L2,600,0.01,0.9939
synthetic2m,L2,600,0.05,0.992
synthetic2m,L2,600,0.1,0.9862
synthetic2m,L2,600,1e-08,1.0
synthetic2m,L2,800,0.0001,0.9999
synthetic2m,L2,800,0.01,0.9951
synthetic2m,L2,800,0.05,0.9879
synthetic2m,L2,800,0.1,0.9879
synthetic2m,L2,800,1e-08,1.0
synthetic2m,L22,1000,0.0001,1.0
synthetic2m,L22,1000,0.01,0.9967
synthetic2m,L22,1000,0.05,0.9765
synthetic2m,L22,1000,0.1,0.9765
synthetic2m,L22,1000,1e-08,1.0
synthetic2m,L22,200,0.0001,1.0
synthetic2m,L22,200,0.01,0.9982
synthetic2m,L22,200,0.05,0.9938
synthetic2m,L22,200,0.1,0.9938
synthetic2m,L22,200,1e-08,1.0
synthetic2m,L22,400,0.0001,1.0
synthetic2m,L22,400,0.01,0.9986
synthetic2m,L22,400,0.05,0.9954
synthetic2m,L22,400,0.1,0.9656
synthetic2m,L22,400,1e-08,1.0
synthetic2m,L22,600,0.0001,1.0
synthetic2m,L22,600,0.01,0.9988
synthetic2m,L22,600,0.05,0.9954
synthetic2m,L22,600,0.1,0.9701
synthetic2m,L22,600,1e-08,1.0
synthetic2m,L22,800,0.0001,1.0
synthetic2m,L22,800,0.01,0.9989
synthetic2m,L22,800,0.05,0.9961
synthetic2m,L22,800,0.1,0.9737
synthetic2m,L22,800,1e-08,1.0
synthetic2m,L2LN,1000,0.0001,0.9999
synthetic2m,L2LN,1000,0.01,0.9966
synthetic2m,L2LN,1000,0.05,0.9893
synthetic2m,L2LN,1000,0.1,0.9893
synthetic2m,L2LN,1000,1e-08,1.0
synthetic2m,L2LN,200,0.0001,1.0
synthetic2m,L2LN,200,0.01,0.9947
synthetic2m,L2LN,200,0.05,0.9889
synthetic2m,L2LN,200,0.1,0.9825
synthetic2m,L2LN,200,1e-08,1.0
synthetic2m,L2LN,400,0.0001,1.0
synthetic2m,L2LN,400,0.01,0.9931
synthetic2m,L2LN,400,0.05,0.9848
synthetic2m,L2LN,400,0.1,0.9848
synthetic2m,L2LN,400,1e-08,1.0
synthetic2m,L2LN,600,0.0001,1.0
synthetic2m,L2LN,600,0.01,0.9945
synthetic2m,L2LN,600,0.05,0.9873
synthetic2m,L2LN,600,0.1,0.9873
synthetic2m,L2LN,600,1e-08,1.0
synthetic2m,L2LN,800,0.0001,0.9999
synthetic2m,L2LN,800,0.01,0.9963
synthetic2m,L2LN,800,0.05,0.9876
synthetic2m,L2LN,800,0.1,0.9876
synthetic2m,L2LN,800,1e-08,1.0
synthetic2m,max,1000,0.0001,0.9999
synthetic2m,max,1000,0.01,0.9911
synthetic2m,max,1000,0.05,0.9911
synthetic2m,max,1000,0.1,0.9911
synthetic2m,max,1000,1e-08,1.0
synthetic2m,max,200,0.0001,1.0
synthetic2m,max,200,0.01,0.9997
synthetic2m,max,200,0.05,0.9837
synthetic2m,max,200,0.1,0.9837
synthetic2m,max,200,1e-08,1.0
synthetic2m,max,400,0.0001,1.0
synthetic2m,max,400,0.01,0.9998
synthetic2m,max,400,0.05,0.9868
synthetic2m,max,400,0.1,0.9868
synthetic2m,max,400,1e-08,1.0
synthetic2m,max,600,0.0001,1.0
synthetic2m,max,600,0.01,0.9998
synthetic2m,max,600,0.05,0.9894
synthetic2m,max,600,0.1,0.9894
synthetic2m,max,600,1e-08,1.0
synthetic2m,max,800,0.0001,1.0
synthetic2m,max,800,0.01,0.9905
synthetic2m,max,800,0.05,0.9905
synthetic2m,max,800,0.1,0.9905
synthetic2m,max,800,1e-08,1.0
synthetic2m,mean,1000,0.0001,0.9999
synthetic2m,mean,1000,0.01,0.9945
synthetic2m,mean,1000,0.05,0.9885
synthetic2m,mean,1000,0.1,0.986
synthetic2m,mean,1000,1e-08,1.0
synthetic2m,mean,200,0.0001,0.9999
synthetic2m,mean,200,0.01,0.9939
synthetic2m,mean,200,0.05,0.9854
synthetic2m,mean,200,0.1,0.978
synthetic2m,mean,200,1e-08,1.0
synthetic2m,mean,400,0.0001,0.9999
synthetic2m,mean,400,0.01,0.9939
synthetic2m,mean,400,0.05,0.9804
synthetic2m,mean,400,0.1,0.9796
synthetic2m,mean,400,1e-08,1.0
synthetic2m,mean,600,0.0001,0.9999
synthetic2m,mean,600,0.01,0.9949
synthetic2m,mean,600,0.05,0.986
synthetic2m,mean,600,0.1,0.9832
synthetic2m,mean,600,1e-08,1.0
synthetic2m,mean,800,0.0001,0.9999
synthetic2m,mean,800,0.01,0.9939
synthetic2m,mean,800,0.05,0.9881
synthetic2m,mean,800,0.1,0.9828
synthetic2m,mean,800,1e-08,1.0
synthetic2m,minus,1000,0.0001,1.0
synthetic2m,minus,1000,0.01,0.9925
synthetic2m,minus,1000,0.05,0.9865
synthetic2m,minus,1000,0.1,0.9639
synthetic2m,minus,1000,1e-08,1.0
synthetic2m,minus,200,0.0001,0.9999
synthetic2m,minus,200,0.01,0.9936
synthetic2m,minus,200,0.05,0.9844
synthetic2m,minus,200,0.1,0.9844
synthetic2m,minus,200,1e-08,1.0
synthetic2m,minus,400,0.0001,0.9999
synthetic2m,minus,400,0.01,0.992
synthetic2m,minus,400,0.05,0.985
synthetic2m,minus,400,0.1,0.985
synthetic2m,minus,400,1e-08,1.0
synthetic2m,minus,600,0.0001,0.9999
synthetic2m,minus,600,0.01,0.9949
synthetic2m,minus,600,0.05,0.9925
synthetic2m,minus,600,0.1,0.9429
synthetic2m,minus,600,1e-08,1.0
synthetic2m,minus,800,0.0001,0.9999
synthetic2m,minus,800,0.01,0.9923
synthetic2m,minus,800,0.05,0.9856
synthetic2m,minus,800,0.1,0.9629
synthetic2m,minus,800,1e-08,1.0
synthetic2m,multi,1000,0.0001,1.0
synthetic2m,multi,1000,0.01,0.9962
synthetic2m,multi,1000,0.05,0.9791
synthetic2m,multi,1000,0.1,0.9791
synthetic2m,multi,1000,1e-08,1.0
synthetic2m,multi,200,0.0001,1.0
synthetic2m,multi,200,0.01,0.9965
synthetic2m,multi,200,0.05,0.995
synthetic2m,multi,200,0.1,0.962
synthetic2m,multi,200,1e-08,1.0
synthetic2m,multi,400,0.0001,1.0
synthetic2m,multi,400,0.01,0.9967
synthetic2m,multi,400,0.05,0.996
synthetic2m,multi,400,0.1,0.9697
synthetic2m,multi,400,1e-08,1.0
synthetic2m,multi,600,0.0001,0.9999
synthetic2m,multi,600,0.01,0.9969
synthetic2m,multi,600,0.05,0.9964
synthetic2m,multi,600,0.1,0.973
synthetic2m,multi,600,1e-08,1.0
synthetic2m,multi,800,0.0001,0.9999
synthetic2m,multi,800,0.01,0.9969
synthetic2m,multi,800,0.05,0.9766
synthetic2m,multi,800,0.1,0.9766
synthetic2m,multi,800,1e-08,1.0
synthetic2m,plus,1000,0.0001,0.9999
synthetic2m,plus,1000,0.01,0.9951
synthetic2m,plus,1000,0.05,0.9784
synthetic2m,plus,1000,0.1,0.9784
synthetic2m,plus,1000,1e-08,1.0
synthetic2m,plus,200,0.0001,0.9999
synthetic2m,plus,200,0.01,0.9972
synthetic2m,plus,200,0.05,0.9908
synthetic2m,plus,200,0.1,0.9908
synthetic2m,plus,200,1e-08,1.0
synthetic2m,plus,400,0.0001,0.9999
synthetic2m,plus,400,0.01,0.9978
synthetic2m,plus,400,0.05,0.9928
synthetic2m,plus,400,0.1,0.9686
synthetic2m,plus,400,1e-08,1.0
synthetic2m,plus,600,0.0001,0.9999
synthetic2m,plus,600,0.01,0.9979
synthetic2m,plus,600,0.05,0.9934
synthetic2m,plus,600,0.1,0.9725
synthetic2m,plus,600,1e-08,1.0
synthetic2m,plus,800,0.0001,0.9999
synthetic2m,plus,800,0.01,0.9968
synthetic2m,plus,800,0.05,0.9942
synthetic2m,plus,800,0.1,0.9759
synthetic2m,plus,800,1e-08,1.0
synthetic2m,variance,1000,0.0001,0.9993
synthetic2m,variance,1000,0.01,0.9938
synthetic2m,variance,1000,0.05,0.9905
synthetic2m,variance,1000,0.1,0.9812
synthetic2m,variance,1000,1e-08,1.0
synthetic2m,variance,200,0.0001,0.9978
synthetic2m,variance,200,0.01,0.9912
synthetic2m,variance,200,0.05,0.9813
synthetic2m,variance,200,0.1,0.9813
synthetic2m,variance,200,1e-08,1.0
synthetic2m,variance,400,0.0001,0.9989
synthetic2m,variance,400,0.01,0.9936
synthetic2m,variance,400,0.05,0.9857
synthetic2m,variance,400,0.1,0.9857
synthetic2m,variance,400,1e-08,1.0
synthetic2m,variance,600,0.0001,0.9992
synthetic2m,variance,600,0.01,0.9923
synthetic2m,variance,600,0.05,0.9876
synthetic2m,variance,600,0.1,0.9605
synthetic2m,variance,600,1e-08,1.0
synthetic2m,variance,800,0.0001,0.9994
synthetic2m,variance,800,0.01,0.9934
synthetic2m,variance,800,0.05,0.9888
synthetic2m,variance,800,0.1,0.9777
synthetic2m,variance,800,1e-08,1.0
synthetic2m,weightsum,1000,0.0001,0.9999
synthetic2m,weightsum,1000,0.01,0.9958
synthetic2m,weightsum,1000,0.05,0.9926
synthetic2m,weightsum,1000,0.1,0.9808
synthetic2m,weightsum,1000,1e-08,1.0
synthetic2m,weightsum,200,0.0001,0.9999
synthetic2m,weightsum,200,0.01,0.995
synthetic2m,weightsum,200,0.05,0.9885
synthetic2m,weightsum,200,0.1,0.9885
synthetic2m,weightsum,200,1e-08,1.0
synthetic2m,weightsum,400,0.0001,0.9999
synthetic2m,weightsum,400,0.01,0.9939
synthetic2m,weightsum,400,0.05,0.9902
synthetic2m,weightsum,400,0.1,0.9773
synthetic2m,weightsum,400,1e-08,1.0
synthetic2m,weightsum,600,0.0001,0.9999
synthetic2m,weightsum,600,0.01,0.9946
synthetic2m,weightsum,600,0.05,0.9912
synthetic2m,weightsum,600,0.1,0.9793
synthetic2m,weightsum,600,1e-08,1.0
synthetic2m,weightsum,800,0.0001,1.0
synthetic2m,weightsum,800,0.01,0.9953
synthetic2m,weightsum,800,0.05,0.9921
synthetic2m,weightsum,800,0.1,0.9795
synthetic2m,weightsum,800,1e-08,1.0
synthetic32m,boxcox0,1000,0.0001,1.0
synthetic32m,boxcox0,1000,0.01,1.0
synthetic32m,boxcox0,1000,0.05,1.0
synthetic32m,boxcox0,1000,0.1,1.0
synthetic32m,boxcox0,1000,1e-08,1.0
