data,function,width,errorbound,ssim
sensordata,weightsum,800,0.0001,1.0
sensordata,weightsum,800,0.01,1.0
sensordata,weightsum,800,0.05,1.0
sensordata,weightsum,800,0.1,1.0
sensordata,weightsum,800,1e-08,1.0
soccerdata,boxcox0,1000,0.0001,1.0
soccerdata,boxcox0,1000,0.01,1.0
soccerdata,boxcox0,1000,0.05,1.0
soccerdata,boxcox0,1000,0.1,1.0
soccerdata,boxcox0,1000,1e-08,1.0
soccerdata,boxcox0,200,0.0001,1.0
soccerdata,boxcox0,200,0.01,1.0
soccerdata,boxcox0,200,0.05,1.0
soccerdata,boxcox0,200,0.1,1.0
soccerdata,boxcox0,200,1e-08,1.0
soccerdata,boxcox0,400,0.0001,1.0
soccerdata,boxcox0,400,0.01,1.0
soccerdata,boxcox0,400,0.05,1.0
soccerdata,boxcox0,400,0.1,1.0
soccerdata,boxcox0,400,1e-08,1.0
soccerdata,boxcox0,600,0.0001,1.0
soccerdata,boxcox0,600,0.01,1.0
soccerdata,boxcox0,600,0.05,1.0
soccerdata,boxcox0,600,0.1,1.0
soccerdata,boxcox0,600,1e-08,1.0
soccerdata,boxcox0,800,0.0001,1.0
soccerdata,boxcox0,800,0.01,1.0
soccerdata,boxcox0,800,0.05,1.0
soccerdata,boxcox0,800,0.1,1.0
soccerdata,boxcox0,800,1e-08,1.0
soccerdata,devide,1000,0.0001,0.9999
soccerdata,devide,1000,0.01,0.9923
soccerdata,devide,1000,0.05,0.9699
soccerdata,devide,1000,0.1,0.9458
soccerdata,devide,1000,1e-08,1.0
soccerdata,devide,200,0.0001,0.9999
soccerdata,devide,200,0.01,0.9927
soccerdata,devide,200,0.05,0.9692
soccerdata,devide,200,0.1,0.9458
soccerdata,devide,200,1e-08,1.0
soccerdata,devide,400,0.0001,0.9999
soccerdata,devide,400,0.01,0.9926
soccerdata,devide,400,0.05,0.9692
soccerdata,devide,400,0.1,0.9445
soccerdata,devide,400,1e-08,1.0
soccerdata,devide,600,0.0001,0.9999
soccerdata,devide,600,0.01,0.9925
soccerdata,devide,600,0.05,0.9702
soccerdata,devide,600,0.1,0.9456
soccerdata,devide,600,1e-08,1.0
soccerdata,devide,800,0.0001,0.9999
soccerdata,devide,800,0.01,0.9926
soccerdata,devide,800,0.05,0.9681
soccerdata,devide,800,0.1,0.9459
soccerdata,devide,800,1e-08,1.0
soccerdata,func1,1000,0.0001,1.0
soccerdata,func1,1000,0.01,1.0
soccerdata,func1,1000,0.05,1.0
soccerdata,func1,1000,0.1,1.0
soccerdata,func1,1000,1e-08,1.0
soccerdata,func1,200,0.0001,1.0
soccerdata,func1,200,0.01,1.0
soccerdata,func1,200,0.05,1.0
soccerdata,func1,200,0.1,1.0
soccerdata,func1,200,1e-08,1.0
soccerdata,func1,400,0.0001,1.0
soccerdata,func1,400,0.01,1.0
soccerdata,func1,400,0.05,1.0
soccerdata,func1,400,0.1,1.0
soccerdata,func1,400,1e-08,1.0
soccerdata,func1,600,0.0001,1.0
soccerdata,func1,600,0.01,1.0
soccerdata,func1,600,0.05,1.0
soccerdata,func1,600,0.1,1.0
soccerdata,func1,600,1e-08,1.0
soccerdata,func1,800,0.0001,1.0
soccerdata,func1,800,0.01,1.0
soccerdata,func1,800,0.05,1.0
soccerdata,func1,800,0.1,1.0
soccerdata,func1,800,1e-08,1.0
soccerdata,L2,1000,0.0001,1.0
soccerdata,L2,1000,0.01,0.9977
soccerdata,L2,1000,0.05,0.9977
soccerdata,L2,1000,0.1,0.9977
soccerdata,L2,1000,1e-08,1.0
soccerdata,L2,200,0.0001,1.0
soccerdata,L2,200,0.01,0.9981
soccerdata,L2,200,0.05,0.9962
soccerdata,L2,200,0.1,0.9962
soccerdata,L2,200,1e-08,1.0
soccerdata,L2,400,0.0001,1.0
soccerdata,L2,400,0.01,0.9967
soccerdata,L2,400,0.05,0.9967
soccerdata,L2,400,0.1,0.9967
soccerdata,L2,400,1e-08,1.0
soccerdata,L2,600,0.0001,1.0
soccerdata,L2,600,0.01,0.9974
soccerdata,L2,600,0.05,0.9974
soccerdata,L2,600,0.1,0.9974
soccerdata,L2,600,1e-08,1.0
soccerdata,L2,800,0.0001,1.0
soccerdata,L2,800,0.01,0.9975
soccerdata,L2,800,0.05,0.9975
soccerdata,L2,800,0.1,0.9975
soccerdata,L2,800,1e-08,1.0
soccerdata,L22,1000,0.0001,1.0
soccerdata,L22,1000,0.01,0.9999
soccerdata,L22,1000,0.05,0.9999
soccerdata,L22,1000,0.1,0.9999
soccerdata,L22,1000,1e-08,1.0
soccerdata,L22,200,0.0001,1.0
soccerdata,L22,200,0.01,0.9999
soccerdata,L22,200,0.05,0.9999
soccerdata,L22,200,0.1,0.9999
soccerdata,L22,200,1e-08,1.0
soccerdata,L22,400,0.0001,1.0
soccerdata,L22,400,0.01,0.9999
soccerdata,L22,400,0.05,0.9999
soccerdata,L22,400,0.1,0.9999
soccerdata,L22,400,1e-08,1.0
soccerdata,L22,600,0.0001,1.0
soccerdata,L22,600,0.01,0.9999
soccerdata,L22,600,0.05,0.9999
soccerdata,L22,600,0.1,0.9999
soccerdata,L22,600,1e-08,1.0
soccerdata,L22,800,0.0001,1.0
soccerdata,L22,800,0.01,0.9998
soccerdata,L22,800,0.05,0.9998
soccerdata,L22,800,0.1,0.9998
soccerdata,L22,800,1e-08,1.0
soccerdata,L2LN,1000,0.0001,0.9999
soccerdata,L2LN,1000,0.01,0.9936
soccerdata,L2LN,1000,0.05,0.974
soccerdata,L2LN,1000,0.1,0.9555
soccerdata,L2LN,1000,1e-08,1.0
soccerdata,L2LN,200,0.0001,0.9999
soccerdata,L2LN,200,0.01,0.9939
soccerdata,L2LN,200,0.05,0.9754
soccerdata,L2LN,200,0.1,0.9573
soccerdata,L2LN,200,1e-08,1.0
soccerdata,L2LN,400,0.0001,0.9999
soccerdata,L2LN,400,0.01,0.9937
soccerdata,L2LN,400,0.05,0.9741
soccerdata,L2LN,400,0.1,0.9552
soccerdata,L2LN,400,1e-08,1.0
soccerdata,L2LN,600,0.0001,0.9999
soccerdata,L2LN,600,0.01,0.9935
soccerdata,L2LN,600,0.05,0.9732
soccerdata,L2LN,600,0.1,0.9552
soccerdata,L2LN,600,1e-08,1.0
soccerdata,L2LN,800,0.0001,0.9999
soccerdata,L2LN,800,0.01,0.9937
soccerdata,L2LN,800,0.05,0.9736
soccerdata,L2LN,800,0.1,0.9553
soccerdata,L2LN,800,1e-08,1.0
soccerdata,max,1000,0.0001,1.0
soccerdata,max,1000,0.01,0.9991
soccerdata,max,1000,0.05,0.9953
soccerdata,max,1000,0.1,0.9953
soccerdata,max,1000,1e-08,1.0
soccerdata,max,200,0.0001,1.0
soccerdata,max,200,0.01,0.9996
soccerdata,max,200,0.05,0.9954
soccerdata,max,200,0.1,0.9954
soccerdata,max,200,1e-08,1.0
soccerdata,max,400,0.0001,1.0
soccerdata,max,400,0.01,0.9994
soccerdata,max,400,0.05,0.9948
soccerdata,max,400,0.1,0.9948
soccerdata,max,400,1e-08,1.0
soccerdata,max,600,0.0001,1.0
soccerdata,max,600,0.01,0.9993
soccerdata,max,600,0.05,0.9953
soccerdata,max,600,0.1,0.9953
soccerdata,max,600,1e-08,1.0
soccerdata,max,800,0.0001,1.0
soccerdata,max,800,0.01,0.9991
soccerdata,max,800,0.05,0.9953
soccerdata,max,800,0.1,0.9953
soccerdata,max,800,1e-08,1.0
soccerdata,mean,1000,0.0001,1.0
soccerdata,mean,1000,0.01,0.9962
soccerdata,mean,1000,0.05,0.9902
soccerdata,mean,1000,0.1,0.9902
soccerdata,mean,1000,1e-08,1.0
soccerdata,mean,200,0.0001,1.0
soccerdata,mean,200,0.01,0.9962
soccerdata,mean,200,0.05,0.9939
soccerdata,mean,200,0.1,0.9939
soccerdata,mean,200,1e-08,1.0
soccerdata,mean,400,0.0001,1.0
soccerdata,mean,400,0.01,0.9961
soccerdata,mean,400,0.05,0.9939
soccerdata,mean,400,0.1,0.9939
soccerdata,mean,400,1e-08,1.0
soccerdata,mean,600,0.0001,0.9999
soccerdata,mean,600,0.01,0.9964
soccerdata,mean,600,0.05,0.9885
soccerdata,mean,600,0.1,0.9885
soccerdata,mean,600,1e-08,1.0
soccerdata,mean,800,0.0001,0.9999
soccerdata,mean,800,0.01,0.9964
soccerdata,mean,800,0.05,0.9894
soccerdata,mean,800,0.1,0.9894
soccerdata,mean,800,1e-08,1.0
soccerdata,minus,1000,0.0001,0.9999
soccerdata,minus,1000,0.01,0.9995
soccerdata,minus,1000,0.05,0.9905
soccerdata,minus,1000,0.1,0.9905
soccerdata,minus,1000,1e-08,1.0
soccerdata,minus,200,0.0001,0.9999
soccerdata,minus,200,0.01,0.9985
soccerdata,minus,200,0.05,0.991
soccerdata,minus,200,0.1,0.991
soccerdata,minus,200,1e-08,1.0
soccerdata,minus,400,0.0001,0.9999
soccerdata,minus,400,0.01,0.999
soccerdata,minus,400,0.05,0.9906
soccerdata,minus,400,0.1,0.9906
soccerdata,minus,400,1e-08,1.0
soccerdata,minus,600,0.0001,1.0
soccerdata,minus,600,0.01,0.9992
soccerdata,minus,600,0.05,0.9905
soccerdata,minus,600,0.1,0.9905
soccerdata,minus,600,1e-08,1.0
soccerdata,minus,800,0.0001,0.9999
soccerdata,minus,800,0.01,0.9905
soccerdata,minus,800,0.05,0.9905
soccerdata,minus,800,0.1,0.9905
soccerdata,minus,800,1e-08,1.0
soccerdata,multi,1000,0.0001,1.0
soccerdata,multi,1000,0.01,0.9963
soccerdata,multi,1000,0.05,0.9963
soccerdata,multi,1000,0.1,0.9963
soccerdata,multi,1000,1e-08,1.0
soccerdata,multi,200,0.0001,0.9999
soccerdata,multi,200,0.01,0.9983
soccerdata,multi,200,0.05,0.9914
soccerdata,multi,200,0.1,0.9914
soccerdata,multi,200,1e-08,1.0
soccerdata,multi,400,0.0001,0.9999
soccerdata,multi,400,0.01,0.9988
soccerdata,multi,400,0.05,0.9938
soccerdata,multi,400,0.1,0.9938
soccerdata,multi,400,1e-08,1.0
soccerdata,multi,600,0.0001,1.0
soccerdata,multi,600,0.01,0.999
soccerdata,multi,600,0.05,0.9947
soccerdata,multi,600,0.1,0.9947
soccerdata,multi,600,1e-08,1.0
soccerdata,multi,800,0.0001,1.0
soccerdata,multi,800,0.01,0.9958
soccerdata,multi,800,0.05,0.9958
soccerdata,multi,800,0.1,0.9958
soccerdata,multi,800,1e-08,1.0
soccerdata,plus,1000,0.0001,1.0
soccerdata,plus,1000,0.01,0.9997
soccerdata,plus,1000,0.05,0.9997
soccerdata,plus,1000,0.1,0.9997
soccerdata,plus,1000,1e-08,1.0
soccerdata,plus,200,0.0001,1.0
soccerdata,plus,200,0.01,0.9998
soccerdata,plus,200,0.05,0.9998
soccerdata,plus,200,0.1,0.9998
soccerdata,plus,200,1e-08,1.0
soccerdata,plus,400,0.0001,1.0
soccerdata,plus,400,0.01,0.9998
soccerdata,plus,400,0.05,0.9998
soccerdata,plus,400,0.1,0.9998
soccerdata,plus,400,1e-08,1.0
soccerdata,plus,600,0.0001,1.0
soccerdata,plus,600,0.01,0.9998
soccerdata,plus,600,0.05,0.9998
soccerdata,plus,600,0.1,0.9998
soccerdata,plus,600,1e-08,1.0
soccerdata,plus,800,0.0001,1.0
soccerdata,plus,800,0.01,0.9997
soccerdata,plus,800,0.05,0.9997
soccerdata,plus,800,0.1,0.9997
soccerdata,plus,800,1e-08,1.0
soccerdata,variance,1000,0.0001,1.0
soccerdata,variance,1000,0.01,0.9999
soccerdata,variance,1000,0.05,0.9999
soccerdata,variance,1000,0.1,0.9999
soccerdata,variance,1000,1e-08,1.0
soccerdata,variance,200,0.0001,1.0
soccerdata,variance,200,0.01,0.9987
soccerdata,variance,200,0.05,0.9987
soccerdata,variance,200,0.1,0.9987
soccerdata,variance,200,1e-08,1.0
soccerdata,variance,400,0.0001,1.0
soccerdata,variance,400,0.01,0.9995
soccerdata,variance,400,0.05,0.9995
soccerdata,variance,400,0.1,0.9995
soccerdata,variance,400,1e-08,1.0
soccerdata,variance,600,0.0001,1.0
soccerdata,variance,600,0.01,0.9993
soccerdata,variance,600,0.05,0.9993
soccerdata,variance,600,0.1,0.9993
soccerdata,variance,600,1e-08,1.0
soccerdata,variance,800,0.0001,1.0
soccerdata,variance,800,0.01,0.9997
soccerdata,variance,800,0.05,0.9997
soccerdata,variance,800,0.1,0.9997
soccerdata,variance,800,1e-08,1.0
soccerdata,weightsum,1000,0.0001,1.0
soccerdata,weightsum,1000,0.01,0.9956
soccerdata,weightsum,1000,0.05,0.9956
soccerdata,weightsum,1000,0.1,0.9956
soccerdata,weightsum,1000,1e-08,1.0
soccerdata,weightsum,200,0.0001,1.0
soccerdata,weightsum,200,0.01,0.9983
soccerdata,weightsum,200,0.05,0.9942
soccerdata,weightsum,200,0.1,0.9864
soccerdata,weightsum,200,1e-08,1.0
soccerdata,weightsum,400,0.0001,1.0
soccerdata,weightsum,400,0.01,0.9971
soccerdata,weightsum,400,0.05,0.9923
soccerdata,weightsum,400,0.1,0.9923
soccerdata,weightsum,400,1e-08,1.0
soccerdata,weightsum,600,0.0001,0.9999
soccerdata,weightsum,600,0.01,0.998
soccerdata,weightsum,600,0.05,0.9936
soccerdata,weightsum,600,0.1,0.9936
soccerdata,weightsum,600,1e-08,1.0
soccerdata,weightsum,800,0.0001,1.0
soccerdata,weightsum,800,0.01,0.9977
soccerdata,weightsum,800,0.05,0.9945
soccerdata,weightsum,800,0.1,0.9945
soccerdata,weightsum,800,1e-08,1.0
stockdata,boxcox0,1000,0.0001,1.0
stockdata,boxcox0,1000,0.01,1.0
stockdata,boxcox0,1000,0.05,1.0
stockdata,boxcox0,1000,0.1,1.0
stockdata,boxcox0,1000,1e-08,1.0
stockdata,boxcox0,200,0.0001,1.0
stockdata,boxcox0,200,0.01,1.0
stockdata,boxcox0,200,0.05,1.0
stockdata,boxcox0,200,0.1,1.0
stockdata,boxcox0,200,1e-08,1.0
stockdata,boxcox0,400,0.0001,1.0
stockdata,boxcox0,400,0.01,1.0
stockdata,boxcox0,400,0.05,1.0
stockdata,boxcox0,400,0.1,1.0
stockdata,boxcox0,400,1e-08,1.0
stockdata,boxcox0,600,0.0001,1.0
stockdata,boxcox0,600,0.01,1.0
stockdata,boxcox0,600,0.05,1.0
stockdata,boxcox0,600,0.1,1.0
stockdata,boxcox0,600,1e-08,1.0
stockdata,boxcox0,800,0.0001,1.0
stockdata,boxcox0,800,0.01,1.0
stockdata,boxcox0,800,0.05,1.0
stockdata,boxcox0,800,0.1,1.0
stockdata,boxcox0,800,1e-08,1.0
stockdata,devide,1000,0.0001,1.0
stockdata,devide,1000,0.01,0.9956
stockdata,devide,1000,0.05,0.9746
stockdata,devide,1000,0.1,0.9507
stockdata,devide,1000,1e-08,1.0
stockdata,devide,200,0.0001,1.0
stockdata,devide,200,0.01,0.9928
stockdata,devide,200,0.05,0.9631
stockdata,devide,200,0.1,0.958
stockdata,devide,200,1e-08,1.0
stockdata,devide,400,0.0001,1.0
stockdata,devide,400,0.01,0.995
stockdata,devide,400,0.05,0.9738
stockdata,devide,400,0.1,0.9623
stockdata,devide,400,1e-08,1.0
stockdata,devide,600,0.0001,1.0
stockdata,devide,600,0.01,0.9964
stockdata,devide,600,0.05,0.9766
stockdata,devide,600,0.1,0.9595
stockdata,devide,600,1e-08,1.0
stockdata,devide,800,0.0001,1.0
stockdata,devide,800,0.01,0.9958
stockdata,devide,800,0.05,0.9748
stockdata,devide,800,0.1,0.9453
stockdata,devide,800,1e-08,1.0
stockdata,func1,1000,0.0001,1.0
stockdata,func1,1000,0.01,1.0
stockdata,func1,1000,0.05,1.0
stockdata,func1,1000,0.1,1.0
stockdata,func1,1000,1e-08,1.0
stockdata,func1,200,0.0001,1.0
stockdata,func1,200,0.01,1.0
stockdata,func1,200,0.05,1.0
stockdata,func1,200,0.1,1.0
stockdata,func1,200,1e-08,1.0
stockdata,func1,400,0.0001,1.0
stockdata,func1,400,0.01,1.0
stockdata,func1,400,0.05,1.0
stockdata,func1,400,0.1,1.0
stockdata,func1,400,1e-08,1.0
stockdata,func1,600,0.0001,1.0
stockdata,func1,600,0.01,1.0
stockdata,func1,600,0.05,1.0
stockdata,func1,600,0.1,1.0
stockdata,func1,600,1e-08,1.0
stockdata,func1,800,0.0001,1.0
stockdata,func1,800,0.01,1.0
stockdata,func1,800,0.05,1.0
stockdata,func1,800,0.1,1.0
stockdata,func1,800,1e-08,1.0
stockdata,L2,1000,0.0001,1.0
stockdata,L2,1000,0.01,0.9999
stockdata,L2,1000,0.05,0.9999
stockdata,L2,1000,0.1,0.9999
stockdata,L2,1000,1e-08,1.0
stockdata,L2,200,0.0001,1.0
stockdata,L2,200,0.01,0.9997
stockdata,L2,200,0.05,0.9997
stockdata,L2,200,0.1,0.9997
stockdata,L2,200,1e-08,1.0
stockdata,L2,400,0.0001,1.0
stockdata,L2,400,0.01,0.9998
stockdata,L2,400,0.05,0.9998
stockdata,L2,400,0.1,0.9998
stockdata,L2,400,1e-08,1.0
stockdata,L2,600,0.0001,1.0
stockdata,L2,600,0.01,0.9998
stockdata,L2,600,0.05,0.9998
stockdata,L2,600,0.1,0.9998
stockdata,L2,600,1e-08,1.0
stockdata,L2,800,0.0001,1.0
stockdata,L2,800,0.01,0.9998
stockdata,L2,800,0.05,0.9998
stockdata,L2,800,0.1,0.9998
stockdata,L2,800,1e-08,1.0
stockdata,L22,1000,0.0001,1.0
stockdata,L22,1000,0.01,1.0
stockdata,L22,1000,0.05,1.0
stockdata,L22,1000,0.1,1.0
stockdata,L22,1000,1e-08,1.0
stockdata,L22,200,0.0001,1.0
stockdata,L22,200,0.01,1.0
stockdata,L22,200,0.05,1.0
stockdata,L22,200,0.1,1.0
stockdata,L22,200,1e-08,1.0
stockdata,L22,400,0.0001,1.0
stockdata,L22,400,0.01,1.0
stockdata,L22,400,0.05,1.0
stockdata,L22,400,0.1,1.0
stockdata,L22,400,1e-08,1.0
stockdata,L22,600,0.0001,1.0
stockdata,L22,600,0.01,1.0
stockdata,L22,600,0.05,1.0
stockdata,L22,600,0.1,1.0
stockdata,L22,600,1e-08,1.0
stockdata,L22,800,0.0001,1.0
stockdata,L22,800,0.01,1.0
stockdata,L22,800,0.05,1.0
stockdata,L22,800,0.1,1.0
stockdata,L22,800,1e-08,1.0
stockdata,L2LN,1000,0.0001,0.9999
stockdata,L2LN,1000,0.01,0.9951
stockdata,L2LN,1000,0.05,0.9817
stockdata,L2LN,1000,0.1,0.9701
stockdata,L2LN,1000,1e-08,1.0
stockdata,L2LN,200,0.0001,1.0
stockdata,L2LN,200,0.01,0.9951
stockdata,L2LN,200,0.05,0.9793
stockdata,L2LN,200,0.1,0.9722
stockdata,L2LN,200,1e-08,1.0
stockdata,L2LN,400,0.0001,0.9999
stockdata,L2LN,400,0.01,0.9955
stockdata,L2LN,400,0.05,0.9835
stockdata,L2LN,400,0.1,0.9663
stockdata,L2LN,400,1e-08,1.0
stockdata,L2LN,600,0.0001,0.9999
stockdata,L2LN,600,0.01,0.9951
stockdata,L2LN,600,0.05,0.9787
stockdata,L2LN,600,0.1,0.9677
stockdata,L2LN,600,1e-08,1.0
stockdata,L2LN,800,0.0001,0.9999
stockdata,L2LN,800,0.01,0.9944
stockdata,L2LN,800,0.05,0.9806
stockdata,L2LN,800,0.1,0.9693
stockdata,L2LN,800,1e-08,1.0
stockdata,max,1000,0.0001,1.0
stockdata,max,1000,0.01,1.0
stockdata,max,1000,0.05,1.0
stockdata,max,1000,0.1,1.0
stockdata,max,1000,1e-08,1.0
stockdata,max,200,0.0001,1.0
stockdata,max,200,0.01,1.0
stockdata,max,200,0.05,1.0
stockdata,max,200,0.1,1.0
stockdata,max,200,1e-08,1.0
stockdata,max,400,0.0001,1.0
stockdata,max,400,0.01,1.0
stockdata,max,400,0.05,1.0
stockdata,max,400,0.1,1.0
stockdata,max,400,1e-08,1.0
stockdata,max,600,0.0001,1.0
stockdata,max,600,0.01,1.0
stockdata,max,600,0.05,1.0
stockdata,max,600,0.1,1.0
stockdata,max,600,1e-08,1.0
stockdata,max,800,0.0001,1.0
stockdata,max,800,0.01,1.0
stockdata,max,800,0.05,1.0
stockdata,max,800,0.1,1.0
stockdata,max,800,1e-08,1.0
stockdata,mean,1000,0.0001,1.0
stockdata,mean,1000,0.01,0.999
stockdata,mean,1000,0.05,0.999
stockdata,mean,1000,0.1,0.999
stockdata,mean,1000,1e-08,1.0
stockdata,mean,200,0.0001,0.9999
stockdata,mean,200,0.01,0.9983
stockdata,mean,200,0.05,0.9983
stockdata,mean,200,0.1,0.9983
stockdata,mean,200,1e-08,1.0
stockdata,mean,400,0.0001,0.9999
stockdata,mean,400,0.01,0.9984
stockdata,mean,400,0.05,0.9984
stockdata,mean,400,0.1,0.9984
stockdata,mean,400,1e-08,1.0
stockdata,mean,600,0.0001,0.9999
stockdata,mean,600,0.01,0.9988
stockdata,mean,600,0.05,0.9988
stockdata,mean,600,0.1,0.9988
stockdata,mean,600,1e-08,1.0
stockdata,mean,800,0.0001,1.0
stockdata,mean,800,0.01,0.999
stockdata,mean,800,0.05,0.999
stockdata,mean,800,0.1,0.999
stockdata,mean,800,1e-08,1.0
stockdata,minus,1000,0.0001,1.0
stockdata,minus,1000,0.01,1.0
stockdata,minus,1000,0.05,1.0
stockdata,minus,1000,0.1,1.0
stockdata,minus,1000,1e-08,1.0
stockdata,minus,200,0.0001,1.0
stockdata,minus,200,0.01,1.0
stockdata,minus,200,0.05,1.0
stockdata,minus,200,0.1,1.0
stockdata,minus,200,1e-08,1.0
stockdata,minus,400,0.0001,1.0
stockdata,minus,400,0.01,1.0
stockdata,minus,400,0.05,1.0
stockdata,minus,400,0.1,1.0
stockdata,minus,400,1e-08,1.0
stockdata,minus,600,0.0001,1.0
stockdata,minus,600,0.01,1.0
stockdata,minus,600,0.05,1.0
stockdata,minus,600,0.1,1.0
stockdata,minus,600,1e-08,1.0
stockdata,minus,800,0.0001,1.0
stockdata,minus,800,0.01,1.0
stockdata,minus,800,0.05,1.0
stockdata,minus,800,0.1,1.0
stockdata,minus,800,1e-08,1.0
stockdata,multi,1000,0.0001,1.0
stockdata,multi,1000,0.01,1.0
stockdata,multi,1000,0.05,1.0
stockdata,multi,1000,0.1,1.0
stockdata,multi,1000,1e-08,1.0
stockdata,multi,200,0.0001,1.0
stockdata,multi,200,0.01,1.0
stockdata,multi,200,0.05,1.0
stockdata,multi,200,0.1,1.0
stockdata,multi,200,1e-08,1.0
stockdata,multi,400,0.0001,1.0
stockdata,multi,400,0.01,1.0
stockdata,multi,400,0.05,1.0
stockdata,multi,400,0.1,1.0
stockdata,multi,400,1e-08,1.0
stockdata,multi,600,0.0001,1.0
stockdata,multi,600,0.01,1.0
stockdata,multi,600,0.05,1.0
stockdata,multi,600,0.1,1.0
stockdata,multi,600,1e-08,1.0
stockdata,multi,800,0.0001,1.0
stockdata,multi,800,0.01,1.0
stockdata,multi,800,0.05,1.0
stockdata,multi,800,0.1,1.0
stockdata,multi,800,1e-08,1.0
stockdata,plus,1000,0.0001,1.0
stockdata,plus,1000,0.01,1.0
stockdata,plus,1000,0.05,1.0
stockdata,plus,1000,0.1,1.0
stockdata,plus,1000,1e-08,1.0
stockdata,plus,200,0.0001,1.0
stockdata,plus,200,0.01,1.0
stockdata,plus,200,0.05,1.0
stockdata,plus,200,0.1,1.0
stockdata,plus,200,1e-08,1.0
stockdata,plus,400,0.0001,1.0
stockdata,plus,400,0.01,1.0
stockdata,plus,400,0.05,1.0
stockdata,plus,400,0.1,1.0
stockdata,plus,400,1e-08,1.0
stockdata,plus,600,0.0001,1.0
stockdata,plus,600,0.01,1.0
stockdata,plus,600,0.05,1.0
stockdata,plus,600,0.1,1.0
stockdata,plus,600,1e-08,1.0
stockdata,plus,800,0.0001,1.0
stockdata,plus,800,0.01,1.0
stockdata,plus,800,0.05,1.0
stockdata,plus,800,0.1,1.0
stockdata,plus,800,1e-08,1.0
stockdata,variance,1000,0.0001,1.0
stockdata,variance,1000,0.01,1.0
stockdata,variance,1000,0.05,1.0
stockdata,variance,1000,0.1,1.0
stockdata,variance,1000,1e-08,1.0
stockdata,variance,200,0.0001,1.0
stockdata,variance,200,0.01,1.0
stockdata,variance,200,0.05,1.0
stockdata,variance,200,0.1,1.0
stockdata,variance,200,1e-08,1.0
stockdata,variance,400,0.0001,1.0
stockdata,variance,400,0.01,1.0
stockdata,variance,400,0.05,1.0
stockdata,variance,400,0.1,1.0
stockdata,variance,400,1e-08,1.0
stockdata,variance,600,0.0001,1.0
stockdata,variance,600,0.01,1.0
stockdata,variance,600,0.05,1.0
stockdata,variance,600,0.1,1.0
stockdata,variance,600,1e-08,1.0
stockdata,variance,800,0.0001,1.0
stockdata,variance,800,0.01,1.0
stockdata,variance,800,0.05,1.0
stockdata,variance,800,0.1,1.0
stockdata,variance,800,1e-08,1.0
stockdata,weightsum,1000,0.0001,1.0
stockdata,weightsum,1000,0.01,0.9997
stockdata,weightsum,1000,0.05,0.9997
stockdata,weightsum,1000,0.1,0.9997
stockdata,weightsum,1000,1e-08,1.0
stockdata,weightsum,200,0.0001,1.0
stockdata,weightsum,200,0.01,0.9996
stockdata,weightsum,200,0.05,0.9996
stockdata,weightsum,200,0.1,0.9996
stockdata,weightsum,200,1e-08,1.0
stockdata,weightsum,400,0.0001,1.0
stockdata,weightsum,400,0.01,0.9995
stockdata,weightsum,400,0.05,0.9995
stockdata,weightsum,400,0.1,0.9995
stockdata,weightsum,400,1e-08,1.0
stockdata,weightsum,600,0.0001,0.9999
stockdata,weightsum,600,0.01,0.9996
stockdata,weightsum,600,0.05,0.9996
stockdata,weightsum,600,0.1,0.9996
stockdata,weightsum,600,1e-08,1.0
stockdata,weightsum,800,0.0001,1.0
stockdata,weightsum,800,0.01,0.9996
stockdata,weightsum,800,0.05,0.9996
stockdata,weightsum,800,0.1,0.9996
stockdata,weightsum,800,1e-08,1.0
synthetic128m,boxcox0,1000,0.0001,1.0
synthetic128m,boxcox0,1000,0.01,1.0
synthetic128m,boxcox0,1000,0.05,1.0
synthetic128m,boxcox0,1000,0.1,1.0
synthetic128m,boxcox0,1000,1e-08,1.0
synthetic128m,boxcox0,200,0.0001,1.0
synthetic128m,boxcox0,200,0.01,1.0
synthetic128m,boxcox0,200,0.05,1.0
synthetic128m,boxcox0,200,0.1,1.0
synthetic128m,boxcox0,200,1e-08,1.0
synthetic128m,boxcox0,400,0.0001,1.0
synthetic128m,boxcox0,400,0.01,1.0
synthetic128m,boxcox0,400,0.05,1.0
synthetic128m,boxcox0,400,0.1,1.0
synthetic128m,boxcox0,400,1e-08,1.0
synthetic128m,boxcox0,600,0.0001,1.0
synthetic128m,boxcox0,600,0.01,1.0
synthetic128m,boxcox0,600,0.05,1.0
synthetic128m,boxcox0,600,0.1,1.0
synthetic128m,boxcox0,600,1e-08,1.0
synthetic128m,boxcox0,800,0.0001,1.0
synthetic128m,boxcox0,800,0.01,1.0
synthetic128m,boxcox0,800,0.05,1.0
synthetic128m,boxcox0,800,0.1,1.0
synthetic128m,boxcox0,800,1e-08,1.0
synthetic128m,devide,1000,0.0001,1.0
synthetic128m,devide,1000,0.01,0.9998
synthetic128m,devide,1000,0.05,0.993
synthetic128m,devide,1000,0.1,0.993
synthetic128m,devide,1000,1e-08,1.0
synthetic128m,devide,200,0.0001,1.0
synthetic128m,devide,200,0.01,0.9989
synthetic128m,devide,200,0.05,0.9989
