method,data,errorbound,function,width,iterations,time(s),error,nodecount,memory(GB)
our-cpp,synthetic8m,0.01,weightsum,1200,2,0.096,0.0049,87663,0.17071533203125
our-cpp,synthetic8m,0.01,L22,200,1,0.008,0.0039,5228,0.17071533203125
our-cpp,synthetic8m,0.01,L22,400,1,0.015,0.0023,9848,0.17071533203125
our-cpp,synthetic8m,0.01,L22,600,1,0.021,0.0019,13929,0.17071533203125
our-cpp,synthetic8m,0.01,L22,800,1,0.028,0.0016,18336,0.17071533203125
our-cpp,synthetic8m,0.01,L22,1000,1,0.034,0.0016,22307,0.17071533203125
our-cpp,synthetic8m,0.01,L22,1200,1,0.041,0.0014,26133,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,200,1,0.018,0.01,12919,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,400,1,0.031,0.0082,24731,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,600,1,0.046,0.0072,36617,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,800,1,0.06,0.0051,46798,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,1000,1,0.073,0.0042,58604,0.17071533203125
our-cpp,synthetic8m,0.01,L2LN,1200,1,0.086,0.004,67690,0.17071533203125
our-cpp,synthetic8m,0.0,func1,200,0,0.004,0.0,1383,0.17071533203125
our-cpp,synthetic8m,0.0,func1,400,0,0.007,0.0,2600,0.17071533203125
our-cpp,synthetic8m,0.0,func1,600,0,0.01,0.0,3752,0.17071533203125
our-cpp,synthetic8m,0.0,func1,800,0,0.017,0.0,4871,0.17071533203125
our-cpp,synthetic8m,0.0,func1,1000,0,0.018,0.0,5974,0.17071533203125
our-cpp,synthetic8m,0.0,func1,1200,0,0.02,0.0,7017,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,200,0,0.004,0.0,1383,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,400,0,0.007,0.0,2600,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,600,0,0.01,0.0,3752,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,800,0,0.013,0.0,4871,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,1000,0,0.016,0.0,5974,0.17071533203125
our-cpp,synthetic8m,0.0,boxcox0,1200,0,0.02,0.0,7017,0.17071533203125
our-cpp,synthetic8m,0.0,plus,200,14,0.014,0.0,10013,0.17071533203125
our-cpp,synthetic8m,0.0,plus,400,12,0.02,0.0,16892,0.17071533203125
our-cpp,synthetic8m,0.0,plus,600,12,0.029,0.0,24200,0.17071533203125
our-cpp,synthetic8m,0.0,plus,800,12,0.036,0.0,31241,0.17071533203125
our-cpp,synthetic8m,0.0,plus,1000,13,0.048,0.0,38358,0.17071533203125
our-cpp,synthetic8m,0.0,plus,1200,13,0.053,0.0,43485,0.17071533203125
our-cpp,synthetic8m,0.0,minus,200,10,0.011,0.0,10171,0.17071533203125
our-cpp,synthetic8m,0.0,minus,400,14,0.02,0.0,17932,0.17071533203125
our-cpp,synthetic8m,0.0,minus,600,10,0.029,0.0,25082,0.17071533203125
our-cpp,synthetic8m,0.0,minus,800,16,0.039,0.0,31698,0.17071533203125
our-cpp,synthetic8m,0.0,minus,1000,16,0.047,0.0,38160,0.17071533203125
our-cpp,synthetic8m,0.0,minus,1200,16,0.058,0.0,44941,0.17071533203125
our-cpp,synthetic8m,0.0,multi,200,9,0.011,0.0,8817,0.17071533203125
our-cpp,synthetic8m,0.0,multi,400,11,0.018,0.0,15650,0.17071533203125
our-cpp,synthetic8m,0.0,multi,600,9,0.025,0.0,21782,0.17071533203125
our-cpp,synthetic8m,0.0,multi,800,8,0.032,0.0,27992,0.17071533203125
our-cpp,synthetic8m,0.0,multi,1000,8,0.041,0.0,33607,0.17071533203125
our-cpp,synthetic8m,0.0,multi,1200,8,0.048,0.0,38629,0.17071533203125
our-cpp,synthetic8m,0.0,devide,200,5,0.009,0.0,8452,0.17071533203125
our-cpp,synthetic8m,0.0,devide,400,5,0.016,0.0,14792,0.17071533203125
our-cpp,synthetic8m,0.0,devide,600,5,0.024,0.0,21119,0.17071533203125
our-cpp,synthetic8m,0.0,devide,800,5,0.031,0.0,26879,0.17071533203125
our-cpp,synthetic8m,0.0,devide,1000,6,0.04,0.0,32789,0.17071533203125
our-cpp,synthetic8m,0.0,devide,1200,5,0.046,0.0,37239,0.17071533203125
our-cpp,synthetic8m,0.0,mean,200,47,0.044,0.0,43861,0.17075347900390625
our-cpp,synthetic8m,0.0,mean,400,46,0.066,0.0,78779,0.17075347900390625
our-cpp,synthetic8m,0.0,mean,600,49,0.091,0.0,109389,0.170867919921875
our-cpp,synthetic8m,0.0,mean,800,49,0.115,0.0,140552,0.17105484008789062
our-cpp,synthetic8m,0.0,mean,1000,48,0.138,0.0,165064,0.17266082763671875
our-cpp,synthetic8m,0.0,mean,1200,48,0.164,0.0,192619,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,200,21,0.031,0.0,36626,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,400,26,0.056,0.0,65090,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,600,19,0.08,0.0,90704,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,800,22,0.101,0.0,115729,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,1000,24,0.126,0.0,138965,0.1734161376953125
our-cpp,synthetic8m,0.0,variance,1200,31,0.153,0.0,161218,0.1734161376953125
our-cpp,synthetic8m,0.0,max,200,4,0.017,0.0,11389,0.1734161376953125
our-cpp,synthetic8m,0.0,max,400,4,0.027,0.0,19250,0.1734161376953125
our-cpp,synthetic8m,0.0,max,600,3,0.04,0.0,27400,0.1734161376953125
our-cpp,synthetic8m,0.0,max,800,3,0.055,0.0,35710,0.1734161376953125
our-cpp,synthetic8m,0.0,max,1000,3,0.066,0.0,43425,0.1734161376953125
our-cpp,synthetic8m,0.0,max,1200,3,0.079,0.0,51323,0.1734161376953125
our-cpp,synthetic8m,0.0,L2,200,22,0.033,0.0,38327,0.1734161376953125
our-cpp,synthetic8m,0.0,L2,400,20,0.058,0.0,65630,0.1734161376953125
our-cpp,synthetic8m,0.0,L2,600,25,0.08,0.0,95592,0.1734161376953125
our-cpp,synthetic8m,0.0,L2,800,23,0.104,0.0,121645,0.1734161376953125
our-cpp,synthetic8m,0.0,L2,1000,29,0.127,0.0,146906,0.17417144775390625
our-cpp,synthetic8m,0.0,L2,1200,28,0.149,0.0,169971,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,200,22,0.031,0.0,32029,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,400,22,0.052,0.0,58499,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,600,22,0.076,0.0,83619,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,800,24,0.096,0.0,106353,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,1000,22,0.118,0.0,130116,0.17517852783203125
our-cpp,synthetic8m,0.0,weightsum,1200,19,0.138,0.0,150162,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,200,8,0.014,0.0,9164,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,400,8,0.02,0.0,14025,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,600,8,0.03,0.0,19829,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,800,8,0.038,0.0,25282,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,1000,7,0.046,0.0,31295,0.17618560791015625
our-cpp,synthetic8m,0.0,L22,1200,9,0.055,0.0,36652,0.17618560791015625
our-cpp,synthetic8m,0.0,L2LN,200,22,0.032,0.0,33515,0.17618560791015625
our-cpp,synthetic8m,0.0,L2LN,400,31,0.056,0.0,61774,0.17618560791015625
our-cpp,synthetic8m,0.0,L2LN,600,25,0.1,0.0,89532,0.17772293090820312
our-cpp,synthetic8m,0.0,L2LN,800,29,0.102,0.0,113797,0.17772293090820312
our-cpp,synthetic8m,0.0,L2LN,1000,28,0.13,0.0,138240,0.17779922485351562
our-cpp,synthetic8m,0.0,L2LN,1200,21,0.143,0.0,157824,0.17806243896484375
our-cpp,synthetic16m,0.1,func1,200,0,0.004,0.0,1384,0.2481536865234375
our-cpp,synthetic16m,0.1,func1,400,0,0.008,0.0,2759,0.2481536865234375
our-cpp,synthetic16m,0.1,func1,600,0,0.01,0.0,3752,0.2481536865234375
our-cpp,synthetic16m,0.1,func1,800,0,0.013,0.0,5191,0.2481536865234375
our-cpp,synthetic16m,0.1,func1,1000,0,0.014,0.0,6361,0.2481536865234375
our-cpp,synthetic16m,0.1,func1,1200,0,0.017,0.0,7497,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,200,0,0.003,0.0,1384,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,400,0,0.006,0.0,2759,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,600,0,0.008,0.0,3752,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,800,0,0.011,0.0,5191,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,1000,0,0.014,0.0,6361,0.2481536865234375
our-cpp,synthetic16m,0.1,boxcox0,1200,0,0.017,0.0,7497,0.2481536865234375
our-cpp,synthetic16m,0.1,plus,200,1,0.031,0.0351,6057,0.249176025390625
our-cpp,synthetic16m,0.1,plus,400,1,0.026,0.0152,10548,0.249176025390625
our-cpp,synthetic16m,0.1,plus,600,0,0.019,0.0888,7505,0.249176025390625
our-cpp,synthetic16m,0.1,plus,800,0,0.026,0.0826,10383,0.249176025390625
our-cpp,synthetic16m,0.1,plus,1000,0,0.031,0.0803,12723,0.249176025390625
our-cpp,synthetic16m,0.1,plus,1200,0,0.035,0.0709,14995,0.249176025390625
our-cpp,synthetic16m,0.1,minus,200,1,0.007,0.0231,5794,0.249176025390625
our-cpp,synthetic16m,0.1,minus,400,0,0.013,0.0876,5519,0.249176025390625
our-cpp,synthetic16m,0.1,minus,600,0,0.017,0.0656,7505,0.249176025390625
our-cpp,synthetic16m,0.1,minus,800,0,0.024,0.0589,10383,0.249176025390625
our-cpp,synthetic16m,0.1,minus,1000,0,0.031,0.0456,12723,0.249176025390625
our-cpp,synthetic16m,0.1,minus,1200,0,0.036,0.0483,14995,0.249176025390625
our-cpp,synthetic16m,0.1,multi,200,1,0.008,0.0187,5977,0.249176025390625
our-cpp,synthetic16m,0.1,multi,400,1,0.016,0.0128,11440,0.249176025390625
our-cpp,synthetic16m,0.1,multi,600,0,0.017,0.089,7505,0.249176025390625
our-cpp,synthetic16m,0.1,multi,800,0,0.025,0.0837,10383,0.249176025390625
our-cpp,synthetic16m,0.1,multi,1000,0,0.031,0.0755,12723,0.249176025390625
our-cpp,synthetic16m,0.1,multi,1200,0,0.036,0.0684,14995,0.249176025390625
our-cpp,synthetic16m,0.1,devide,200,1,0.009,0.0024,6090,0.249176025390625
our-cpp,synthetic16m,0.1,devide,400,1,0.017,0.0016,11261,0.249176025390625
our-cpp,synthetic16m,0.1,devide,600,1,0.023,0.0013,15925,0.249176025390625
our-cpp,synthetic16m,0.1,devide,800,0,0.027,0.0849,10383,0.249176025390625
our-cpp,synthetic16m,0.1,devide,1000,0,0.036,0.0804,12723,0.249176025390625
our-cpp,synthetic16m,0.1,devide,1200,0,0.041,0.075,14995,0.249176025390625
our-cpp,synthetic16m,0.1,mean,200,0,0.018,0.0949,6921,0.249176025390625
our-cpp,synthetic16m,0.1,mean,400,0,0.035,0.0712,13799,0.249176025390625
our-cpp,synthetic16m,0.1,mean,600,0,0.045,0.0528,18763,0.249176025390625
our-cpp,synthetic16m,0.1,mean,800,0,0.09,0.0442,25959,0.24971771240234375
our-cpp,synthetic16m,0.1,mean,1000,0,0.127,0.0478,31809,0.24971771240234375
our-cpp,synthetic16m,0.1,mean,1200,0,0.084,0.0405,37489,0.24971771240234375
our-cpp,synthetic16m,0.1,variance,200,1,0.023,0.0436,15144,0.2511558532714844
our-cpp,synthetic16m,0.1,variance,400,0,0.036,0.0928,13799,0.2511558532714844
our-cpp,synthetic16m,0.1,variance,600,1,0.057,0.032,42474,0.25171661376953125
our-cpp,synthetic16m,0.1,variance,800,0,0.067,0.0737,25959,0.25171661376953125
our-cpp,synthetic16m,0.1,variance,1000,0,0.082,0.0873,31809,0.25171661376953125
our-cpp,synthetic16m,0.1,variance,1200,0,0.092,0.0648,37489,0.25171661376953125
our-cpp,synthetic16m,0.1,max,200,0,0.014,0.0184,6921,0.25171661376953125
our-cpp,synthetic16m,0.1,max,400,0,0.032,0.0139,13799,0.25171661376953125
our-cpp,synthetic16m,0.1,max,600,0,0.039,0.0109,18763,0.25171661376953125
our-cpp,synthetic16m,0.1,max,800,0,0.056,0.0091,25959,0.25171661376953125
our-cpp,synthetic16m,0.1,max,1000,0,0.066,0.0084,31809,0.25171661376953125
our-cpp,synthetic16m,0.1,max,1200,0,0.083,0.0075,37489,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,200,0,0.014,0.0783,6921,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,400,0,0.029,0.0589,13799,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,600,0,0.038,0.0427,18763,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,800,0,0.061,0.0372,25959,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,1000,0,0.077,0.0393,31809,0.25171661376953125
our-cpp,synthetic16m,0.1,L2,1200,0,0.088,0.0321,37489,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,200,0,0.015,0.0872,6921,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,400,0,0.032,0.0574,13799,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,600,0,0.042,0.0413,18763,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,800,0,0.059,0.0338,25959,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,1000,0,0.071,0.0388,31809,0.25171661376953125
our-cpp,synthetic16m,0.1,weightsum,1200,0,0.078,0.0314,37489,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,200,1,0.01,0.0085,6109,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,400,0,0.014,0.0774,5519,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,600,1,0.024,0.005,16258,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,800,0,0.026,0.0599,10383,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,1000,0,0.032,0.0736,12723,0.25171661376953125
our-cpp,synthetic16m,0.1,L22,1200,0,0.038,0.0514,14995,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,200,0,0.016,0.0593,6921,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,400,0,0.032,0.0443,13799,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,600,0,0.044,0.0367,18763,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,800,0,0.062,0.0325,25959,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,1000,0,0.074,0.03,31809,0.25171661376953125
our-cpp,synthetic16m,0.1,L2LN,1200,0,0.082,0.0284,37489,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,200,0,0.004,0.0,1384,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,400,0,0.008,0.0,2759,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,600,0,0.011,0.0,3752,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,800,0,0.014,0.0,5191,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,1000,0,0.018,0.0,6361,0.25171661376953125
our-cpp,synthetic16m,0.05,func1,1200,0,0.021,0.0,7497,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,200,0,0.004,0.0,1384,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,400,0,0.008,0.0,2759,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,600,0,0.01,0.0,3752,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,800,0,0.015,0.0,5191,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,1000,0,0.02,0.0,6361,0.25171661376953125
our-cpp,synthetic16m,0.05,boxcox0,1200,0,0.02,0.0,7497,0.25171661376953125
our-cpp,synthetic16m,0.05,plus,200,1,0.008,0.0351,5908,0.25171661376953125
our-cpp,synthetic16m,0.05,plus,400,1,0.016,0.0152,10795,0.25171661376953125
our-cpp,synthetic16m,0.05,plus,600,1,0.022,0.0121,15571,0.25171661376953125
our-cpp,synthetic16m,0.05,plus,800,1,0.037,0.0109,21384,0.2527656555175781
our-cpp,synthetic16m,0.05,plus,1000,1,0.037,0.0096,25429,0.252777099609375
our-cpp,synthetic16m,0.05,plus,1200,1,0.043,0.0091,29835,0.252777099609375
our-cpp,synthetic16m,0.05,minus,200,1,0.008,0.0231,5785,0.252777099609375
our-cpp,synthetic16m,0.05,minus,400,1,0.016,0.019,11122,0.252777099609375
our-cpp,synthetic16m,0.05,minus,600,1,0.024,0.0173,15291,0.252777099609375
our-cpp,synthetic16m,0.05,minus,800,1,0.032,0.0119,20585,0.252777099609375
our-cpp,synthetic16m,0.05,minus,1000,0,0.031,0.0456,12723,0.252777099609375
our-cpp,synthetic16m,0.05,minus,1200,0,0.036,0.0483,14995,0.252777099609375
our-cpp,synthetic16m,0.05,multi,200,1,0.008,0.0187,5771,0.252777099609375
our-cpp,synthetic16m,0.05,multi,400,1,0.016,0.0128,11096,0.252777099609375
our-cpp,synthetic16m,0.05,multi,600,1,0.021,0.0085,15536,0.252777099609375
our-cpp,synthetic16m,0.05,multi,800,1,0.03,0.009,21007,0.252777099609375
our-cpp,synthetic16m,0.05,multi,1000,1,0.036,0.0074,25641,0.252777099609375
our-cpp,synthetic16m,0.05,multi,1200,1,0.046,0.007,30496,0.252777099609375
our-cpp,synthetic16m,0.05,devide,200,1,0.009,0.0024,6011,0.252777099609375
our-cpp,synthetic16m,0.05,devide,400,1,0.017,0.0016,11144,0.252777099609375
our-cpp,synthetic16m,0.05,devide,600,1,0.023,0.0013,15590,0.252777099609375
our-cpp,synthetic16m,0.05,devide,800,1,0.031,0.0006,20839,0.252777099609375
our-cpp,synthetic16m,0.05,devide,1000,1,0.038,0.0009,25329,0.252777099609375
our-cpp,synthetic16m,0.05,devide,1200,1,0.045,0.0008,30004,0.252777099609375
our-cpp,synthetic16m,0.05,mean,200,1,0.027,0.0339,14204,0.253082275390625
our-cpp,synthetic16m,0.05,mean,400,1,0.041,0.0208,29114,0.253082275390625
our-cpp,synthetic16m,0.05,mean,600,1,0.054,0.0175,41046,0.253082275390625
our-cpp,synthetic16m,0.05,mean,800,0,0.062,0.0442,25959,0.253082275390625
our-cpp,synthetic16m,0.05,mean,1000,0,0.076,0.0478,31809,0.253082275390625
our-cpp,synthetic16m,0.05,mean,1200,0,0.087,0.0405,37489,0.253082275390625
our-cpp,synthetic16m,0.05,variance,200,1,0.025,0.0436,14618,0.253082275390625
our-cpp,synthetic16m,0.05,variance,400,1,0.045,0.036,29482,0.253082275390625
our-cpp,synthetic16m,0.05,variance,600,1,0.06,0.032,41963,0.253082275390625
our-cpp,synthetic16m,0.05,variance,800,1,0.086,0.0297,55958,0.2531280517578125
our-cpp,synthetic16m,0.05,variance,1000,1,0.102,0.0233,67687,0.25333404541015625
our-cpp,synthetic16m,0.05,variance,1200,1,0.125,0.0273,80804,0.25351715087890625
our-cpp,synthetic16m,0.05,max,200,0,0.015,0.0184,6921,0.25351715087890625
our-cpp,synthetic16m,0.05,max,400,0,0.032,0.0139,13799,0.25351715087890625
our-cpp,synthetic16m,0.05,max,600,0,0.042,0.0109,18763,0.25351715087890625
our-cpp,synthetic16m,0.05,max,800,0,0.06,0.0091,25959,0.25351715087890625
our-cpp,synthetic16m,0.05,max,1000,0,0.074,0.0084,31809,0.25351715087890625
our-cpp,synthetic16m,0.05,max,1200,0,0.081,0.0075,37489,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,200,1,0.019,0.0296,15006,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,400,1,0.041,0.0186,29726,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,600,0,0.044,0.0427,18763,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,800,0,0.063,0.0372,25959,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,1000,0,0.079,0.0393,31809,0.25351715087890625
our-cpp,synthetic16m,0.05,L2,1200,0,0.085,0.0321,37489,0.25351715087890625
our-cpp,synthetic16m,0.05,weightsum,200,1,0.02,0.0239,14834,0.25351715087890625
our-cpp,synthetic16m,0.05,weightsum,400,1,0.04,0.0122,29790,0.25351715087890625
our-cpp,synthetic16m,0.05,weightsum,600,0,0.046,0.0413,18763,0.25351715087890625
our-cpp,synthetic16m,0.05,weightsum,800,0,0.068,0.0338,25959,0.25351715087890625
our-cpp,synthetic16m,0.05,weightsum,1000,0,0.098,0.0388,31809,0.2536506652832031
our-cpp,synthetic16m,0.05,weightsum,1200,0,0.084,0.0314,37489,0.2536506652832031
our-cpp,synthetic16m,0.05,L22,200,1,0.01,0.0085,6090,0.2548103332519531
our-cpp,synthetic16m,0.05,L22,400,1,0.018,0.0059,11296,0.2548103332519531
our-cpp,synthetic16m,0.05,L22,600,1,0.025,0.005,16041,0.2548103332519531
our-cpp,synthetic16m,0.05,L22,800,1,0.034,0.0041,21473,0.254913330078125
our-cpp,synthetic16m,0.05,L22,1000,1,0.042,0.0038,26220,0.25510406494140625
our-cpp,synthetic16m,0.05,L22,1200,1,0.048,0.0036,30596,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,200,1,0.021,0.0143,15678,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,400,0,0.034,0.0443,13799,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,600,0,0.045,0.0367,18763,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,800,0,0.064,0.0325,25959,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,1000,0,0.078,0.03,31809,0.255157470703125
our-cpp,synthetic16m,0.05,L2LN,1200,0,0.084,0.0284,37489,0.255157470703125
our-cpp,synthetic16m,0.01,func1,200,0,0.004,0.0,1384,0.255157470703125
our-cpp,synthetic16m,0.01,func1,400,0,0.008,0.0,2759,0.255157470703125
our-cpp,synthetic16m,0.01,func1,600,0,0.011,0.0,3752,0.255157470703125
our-cpp,synthetic16m,0.01,func1,800,0,0.016,0.0,5191,0.255157470703125
our-cpp,synthetic16m,0.01,func1,1000,0,0.019,0.0,6361,0.255157470703125
our-cpp,synthetic16m,0.01,func1,1200,0,0.021,0.0,7497,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,200,0,0.004,0.0,1384,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,400,0,0.008,0.0,2759,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,600,0,0.011,0.0,3752,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,800,0,0.016,0.0,5191,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,1000,0,0.02,0.0,6361,0.255157470703125
our-cpp,synthetic16m,0.01,boxcox0,1200,0,0.022,0.0,7497,0.255157470703125
our-cpp,synthetic16m,0.01,plus,200,2,0.01,0.0085,7923,0.255157470703125
our-cpp,synthetic16m,0.01,plus,400,2,0.019,0.0066,14406,0.255157470703125
our-cpp,synthetic16m,0.01,plus,600,2,0.026,0.0051,20077,0.255157470703125
our-cpp,synthetic16m,0.01,plus,800,2,0.036,0.0045,26786,0.255157470703125
our-cpp,synthetic16m,0.01,plus,1000,1,0.04,0.0096,25350,0.255157470703125
our-cpp,synthetic16m,0.01,plus,1200,1,0.05,0.0091,29717,0.255157470703125
our-cpp,synthetic16m,0.01,minus,200,2,0.009,0.0061,7475,0.255157470703125
our-cpp,synthetic16m,0.01,minus,400,2,0.019,0.0046,14279,0.255157470703125
our-cpp,synthetic16m,0.01,minus,600,2,0.026,0.0038,20032,0.255157470703125
our-cpp,synthetic16m,0.01,minus,800,2,0.036,0.0034,26596,0.255157470703125
our-cpp,synthetic16m,0.01,minus,1000,1,0.039,0.0081,25140,0.255157470703125
our-cpp,synthetic16m,0.01,minus,1200,1,0.046,0.0072,29880,0.255157470703125
our-cpp,synthetic16m,0.01,multi,200,2,0.01,0.0078,7259,0.255157470703125
our-cpp,synthetic16m,0.01,multi,400,2,0.018,0.0025,14025,0.255157470703125
our-cpp,synthetic16m,0.01,multi,600,1,0.023,0.0085,15739,0.255157470703125
our-cpp,synthetic16m,0.01,multi,800,1,0.032,0.009,20823,0.255157470703125
our-cpp,synthetic16m,0.01,multi,1000,1,0.039,0.0074,25444,0.255157470703125
our-cpp,synthetic16m,0.01,multi,1200,1,0.047,0.007,30783,0.255157470703125
our-cpp,synthetic16m,0.01,devide,200,1,0.009,0.0024,5996,0.255157470703125
our-cpp,synthetic16m,0.01,devide,400,1,0.017,0.0016,11323,0.255157470703125
our-cpp,synthetic16m,0.01,devide,600,1,0.023,0.0013,15675,0.255157470703125
our-cpp,synthetic16m,0.01,devide,800,1,0.036,0.0006,21166,0.255157470703125
our-cpp,synthetic16m,0.01,devide,1000,1,0.038,0.0009,25114,0.255157470703125
our-cpp,synthetic16m,0.01,devide,1200,1,0.045,0.0008,29815,0.255157470703125
our-cpp,synthetic16m,0.01,mean,200,4,0.025,0.008,27143,0.255157470703125
our-cpp,synthetic16m,0.01,mean,400,3,0.047,0.0076,46030,0.255157470703125
our-cpp,synthetic16m,0.01,mean,600,2,0.069,0.009,55714,0.255157470703125
our-cpp,synthetic16m,0.01,mean,800,2,0.087,0.0077,73168,0.255157470703125
our-cpp,synthetic16m,0.01,mean,1000,2,0.1,0.007,89339,0.255218505859375
our-cpp,synthetic16m,0.01,mean,1200,2,0.117,0.0064,105865,0.25559234619140625
our-cpp,synthetic16m,0.01,variance,200,5,0.028,0.0084,29850,0.25559234619140625
our-cpp,synthetic16m,0.01,variance,400,4,0.051,0.0086,50746,0.25559234619140625
our-cpp,synthetic16m,0.01,variance,600,4,0.08,0.0077,72870,0.2573814392089844
our-cpp,synthetic16m,0.01,variance,800,3,0.103,0.0089,86300,0.2573814392089844
our-cpp,synthetic16m,0.01,variance,1000,3,0.13,0.0084,107678,0.2573814392089844
