method,data,errorbound,function,width,iterations,time(s),error,nodecount,memory(GB)
our-cpp,synthetic4m,0.01,L22,800,1,0.02,0.0074,16114,0.11305999755859375
our-cpp,synthetic4m,0.01,L22,1000,1,0.025,0.0042,19864,0.11305999755859375
our-cpp,synthetic4m,0.01,L22,1200,1,0.029,0.0065,23131,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,200,3,0.016,0.0076,18449,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,400,2,0.025,0.0073,29388,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,600,2,0.035,0.0077,42243,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,800,2,0.046,0.0056,54959,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,1000,1,0.049,0.0096,51828,0.11305999755859375
our-cpp,synthetic4m,0.01,L2LN,1200,1,0.059,0.0097,61567,0.113311767578125
our-cpp,synthetic4m,0.0,func1,200,0,0.003,0.0,1304,0.11356353759765625
our-cpp,synthetic4m,0.0,func1,400,0,0.005,0.0,2443,0.11356353759765625
our-cpp,synthetic4m,0.0,func1,600,0,0.008,0.0,3513,0.11356353759765625
our-cpp,synthetic4m,0.0,func1,800,0,0.01,0.0,4555,0.11356353759765625
our-cpp,synthetic4m,0.0,func1,1000,0,0.013,0.0,5578,0.11356353759765625
our-cpp,synthetic4m,0.0,func1,1200,0,0.015,0.0,6541,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,200,0,0.003,0.0,1304,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,400,0,0.005,0.0,2443,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,600,0,0.008,0.0,3513,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,800,0,0.01,0.0,4555,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,1000,0,0.013,0.0,5578,0.11356353759765625
our-cpp,synthetic4m,0.0,boxcox0,1200,0,0.015,0.0,6541,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,200,15,0.009,0.0,7955,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,400,15,0.016,0.0,14190,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,600,15,0.023,0.0,20137,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,800,14,0.03,0.0,25144,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,1000,14,0.036,0.0,29715,0.11356353759765625
our-cpp,synthetic4m,0.0,plus,1200,15,0.042,0.0,35212,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,200,18,0.009,0.0,8515,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,400,13,0.015,0.0,14494,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,600,12,0.021,0.0,19423,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,800,13,0.029,0.0,25273,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,1000,11,0.034,0.0,29570,0.11356353759765625
our-cpp,synthetic4m,0.0,minus,1200,16,0.043,0.0,35532,0.1138153076171875
our-cpp,synthetic4m,0.0,multi,200,11,0.008,0.0,7356,0.11406707763671875
our-cpp,synthetic4m,0.0,multi,400,11,0.014,0.0,12741,0.11406707763671875
our-cpp,synthetic4m,0.0,multi,600,11,0.02,0.0,17898,0.11406707763671875
our-cpp,synthetic4m,0.0,multi,800,10,0.027,0.0,22868,0.11406707763671875
our-cpp,synthetic4m,0.0,multi,1000,13,0.035,0.0,27676,0.1148223876953125
our-cpp,synthetic4m,0.0,multi,1200,13,0.041,0.0,31917,0.1158294677734375
our-cpp,synthetic4m,0.0,devide,200,5,0.008,0.0,7144,0.11608123779296875
our-cpp,synthetic4m,0.0,devide,400,5,0.013,0.0,12712,0.11608123779296875
our-cpp,synthetic4m,0.0,devide,600,5,0.018,0.0,17821,0.11608123779296875
our-cpp,synthetic4m,0.0,devide,800,6,0.025,0.0,22641,0.11608123779296875
our-cpp,synthetic4m,0.0,devide,1000,5,0.03,0.0,26623,0.11608123779296875
our-cpp,synthetic4m,0.0,devide,1200,5,0.033,0.0,31053,0.1168365478515625
our-cpp,synthetic4m,0.0,mean,200,45,0.033,0.0,36643,0.1316375732421875
our-cpp,synthetic4m,0.0,mean,400,36,0.05,0.0,61304,0.1316375732421875
our-cpp,synthetic4m,0.0,mean,600,35,0.066,0.0,89045,0.1327972412109375
our-cpp,synthetic4m,0.0,mean,800,35,0.084,0.0,113035,0.13470077514648438
our-cpp,synthetic4m,0.0,mean,1000,34,0.1,0.0,136434,0.13737869262695312
our-cpp,synthetic4m,0.0,mean,1200,30,0.113,0.0,156858,0.1404876708984375
our-cpp,synthetic4m,0.0,variance,200,32,0.028,0.0,30671,0.14073944091796875
our-cpp,synthetic4m,0.0,variance,400,29,0.046,0.0,53739,0.14073944091796875
our-cpp,synthetic4m,0.0,variance,600,28,0.061,0.0,75455,0.14073944091796875
our-cpp,synthetic4m,0.0,variance,800,30,0.078,0.0,96045,0.14073944091796875
our-cpp,synthetic4m,0.0,variance,1000,24,0.092,0.0,113756,0.1425018310546875
our-cpp,synthetic4m,0.0,variance,1200,23,0.113,0.0,131102,0.14471817016601562
our-cpp,synthetic4m,0.0,max,200,4,0.012,0.0,10354,0.14471817016601562
our-cpp,synthetic4m,0.0,max,400,4,0.019,0.0,16936,0.14471817016601562
our-cpp,synthetic4m,0.0,max,600,3,0.027,0.0,24139,0.14471817016601562
our-cpp,synthetic4m,0.0,max,800,3,0.035,0.0,31914,0.14471817016601562
our-cpp,synthetic4m,0.0,max,1000,3,0.043,0.0,38751,0.14471817016601562
our-cpp,synthetic4m,0.0,max,1200,3,0.052,0.0,45064,0.14471817016601562
our-cpp,synthetic4m,0.0,L2,200,23,0.024,0.0,30157,0.14471817016601562
our-cpp,synthetic4m,0.0,L2,400,33,0.041,0.0,51488,0.14471817016601562
our-cpp,synthetic4m,0.0,L2,600,23,0.059,0.0,72080,0.14471817016601562
our-cpp,synthetic4m,0.0,L2,800,23,0.073,0.0,88633,0.14522171020507812
our-cpp,synthetic4m,0.0,L2,1000,26,0.089,0.0,109279,0.14723587036132812
our-cpp,synthetic4m,0.0,L2,1200,22,0.102,0.0,126153,0.14950180053710938
our-cpp,synthetic4m,0.0,weightsum,200,19,0.022,0.0,27706,0.14975357055664062
our-cpp,synthetic4m,0.0,weightsum,400,20,0.041,0.0,46237,0.14975357055664062
our-cpp,synthetic4m,0.0,weightsum,600,21,0.059,0.0,67808,0.14975357055664062
our-cpp,synthetic4m,0.0,weightsum,800,21,0.071,0.0,88958,0.14975357055664062
our-cpp,synthetic4m,0.0,weightsum,1000,19,0.091,0.0,102148,0.15151214599609375
our-cpp,synthetic4m,0.0,weightsum,1200,18,0.102,0.0,124542,0.153778076171875
our-cpp,synthetic4m,0.0,L22,200,11,0.012,0.0,8013,0.153778076171875
our-cpp,synthetic4m,0.0,L22,400,10,0.016,0.0,12005,0.153778076171875
our-cpp,synthetic4m,0.0,L22,600,10,0.022,0.0,16757,0.153778076171875
our-cpp,synthetic4m,0.0,L22,800,9,0.029,0.0,21383,0.153778076171875
our-cpp,synthetic4m,0.0,L22,1000,10,0.036,0.0,26219,0.153778076171875
our-cpp,synthetic4m,0.0,L22,1200,9,0.042,0.0,30931,0.153778076171875
our-cpp,synthetic4m,0.0,L2LN,200,32,0.027,0.0,28969,0.153778076171875
our-cpp,synthetic4m,0.0,L2LN,400,29,0.042,0.0,51695,0.153778076171875
our-cpp,synthetic4m,0.0,L2LN,600,28,0.059,0.0,70125,0.153778076171875
our-cpp,synthetic4m,0.0,L2LN,800,28,0.078,0.0,93196,0.1552886962890625
our-cpp,synthetic4m,0.0,L2LN,1000,28,0.09,0.0,111783,0.1583099365234375
our-cpp,synthetic4m,0.0,L2LN,1200,27,0.113,0.0,130696,0.16158294677734375
our-cpp,synthetic8m,0.1,func1,200,0,0.003,0.0,1383,0.1623687744140625
our-cpp,synthetic8m,0.1,func1,400,0,0.006,0.0,2600,0.1623687744140625
our-cpp,synthetic8m,0.1,func1,600,0,0.007,0.0,3752,0.1623687744140625
our-cpp,synthetic8m,0.1,func1,800,0,0.009,0.0,4871,0.1623687744140625
our-cpp,synthetic8m,0.1,func1,1000,0,0.012,0.0,5974,0.1623687744140625
our-cpp,synthetic8m,0.1,func1,1200,0,0.016,0.0,7017,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,200,0,0.003,0.0,1383,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,400,0,0.005,0.0,2600,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,600,0,0.007,0.0,3752,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,800,0,0.009,0.0,4871,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,1000,0,0.011,0.0,5974,0.1623687744140625
our-cpp,synthetic8m,0.1,boxcox0,1200,0,0.014,0.0,7017,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,200,0,0.005,0.0563,2766,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,400,0,0.008,0.0398,5200,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,600,0,0.01,0.0246,7504,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,800,0,0.015,0.032,9743,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,1000,0,0.017,0.0246,11948,0.1623687744140625
our-cpp,synthetic8m,0.1,plus,1200,0,0.02,0.0191,14034,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,200,0,0.004,0.0936,2766,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,400,0,0.007,0.0609,5200,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,600,0,0.011,0.0593,7504,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,800,0,0.015,0.0482,9743,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,1000,0,0.018,0.0428,11948,0.1623687744140625
our-cpp,synthetic8m,0.1,minus,1200,0,0.022,0.0366,14034,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,200,0,0.005,0.0819,2766,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,400,0,0.008,0.0606,5200,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,600,0,0.013,0.0408,7504,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,800,0,0.017,0.0387,9743,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,1000,0,0.019,0.041,11948,0.1623687744140625
our-cpp,synthetic8m,0.1,multi,1200,0,0.022,0.0238,14034,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,200,0,0.004,0.0952,2766,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,400,0,0.009,0.0686,5200,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,600,0,0.012,0.059,7504,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,800,0,0.016,0.0365,9743,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,1000,0,0.018,0.0341,11948,0.1623687744140625
our-cpp,synthetic8m,0.1,devide,1200,0,0.023,0.0369,14034,0.1623687744140625
our-cpp,synthetic8m,0.1,mean,200,0,0.014,0.0772,6917,0.16344451904296875
our-cpp,synthetic8m,0.1,mean,400,0,0.025,0.0614,13001,0.16344451904296875
our-cpp,synthetic8m,0.1,mean,600,0,0.035,0.0461,18761,0.16344451904296875
our-cpp,synthetic8m,0.1,mean,800,0,0.045,0.0422,24359,0.16344451904296875
our-cpp,synthetic8m,0.1,mean,1000,0,0.058,0.0357,29871,0.16344451904296875
our-cpp,synthetic8m,0.1,mean,1200,0,0.062,0.0374,35085,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,200,0,0.013,0.0767,6917,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,400,0,0.023,0.0499,13001,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,600,0,0.035,0.0519,18761,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,800,0,0.041,0.0352,24359,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,1000,0,0.055,0.0396,29871,0.16344451904296875
our-cpp,synthetic8m,0.1,variance,1200,0,0.073,0.0305,35085,0.16344451904296875
our-cpp,synthetic8m,0.1,max,200,0,0.014,0.0112,6917,0.16344451904296875
our-cpp,synthetic8m,0.1,max,400,0,0.023,0.0075,13001,0.16344451904296875
our-cpp,synthetic8m,0.1,max,600,0,0.033,0.006,18761,0.16344451904296875
our-cpp,synthetic8m,0.1,max,800,0,0.04,0.005,24359,0.16344451904296875
our-cpp,synthetic8m,0.1,max,1000,0,0.046,0.0044,29871,0.16344451904296875
our-cpp,synthetic8m,0.1,max,1200,0,0.054,0.0043,35085,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,200,0,0.01,0.0612,6917,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,400,0,0.018,0.0496,13001,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,600,0,0.027,0.0351,18761,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,800,0,0.04,0.0308,24359,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,1000,0,0.054,0.029,29871,0.16344451904296875
our-cpp,synthetic8m,0.1,L2,1200,0,0.095,0.0285,35085,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,200,0,0.029,0.0791,6917,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,400,0,0.039,0.0531,13001,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,600,0,0.062,0.0466,18761,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,800,0,0.104,0.037,24359,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,1000,0,0.056,0.0369,29871,0.16386795043945312
our-cpp,synthetic8m,0.1,weightsum,1200,0,0.065,0.0328,35085,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,200,0,0.006,0.0437,2766,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,400,0,0.01,0.0243,5200,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,600,0,0.015,0.0187,7504,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,800,0,0.018,0.0186,9743,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,1000,0,0.022,0.0172,11948,0.16386795043945312
our-cpp,synthetic8m,0.1,L22,1200,0,0.025,0.0146,14034,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,200,0,0.012,0.0312,6917,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,400,0,0.022,0.0227,13001,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,600,0,0.03,0.0185,18761,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,800,0,0.044,0.0162,24359,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,1000,0,0.056,0.015,29871,0.16386795043945312
our-cpp,synthetic8m,0.1,L2LN,1200,0,0.064,0.0141,35085,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,200,0,0.004,0.0,1383,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,400,0,0.007,0.0,2600,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,600,0,0.01,0.0,3752,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,800,0,0.012,0.0,4871,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,1000,0,0.015,0.0,5974,0.16386795043945312
our-cpp,synthetic8m,0.05,func1,1200,0,0.017,0.0,7017,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,200,0,0.003,0.0,1383,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,400,0,0.006,0.0,2600,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,600,0,0.008,0.0,3752,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,800,0,0.011,0.0,4871,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,1000,0,0.015,0.0,5974,0.16386795043945312
our-cpp,synthetic8m,0.05,boxcox0,1200,0,0.017,0.0,7017,0.16386795043945312
our-cpp,synthetic8m,0.05,plus,200,1,0.007,0.0079,5755,0.16386795043945312
our-cpp,synthetic8m,0.05,plus,400,0,0.009,0.0398,5200,0.16386795043945312
our-cpp,synthetic8m,0.05,plus,600,0,0.015,0.0246,7504,0.16420364379882812
our-cpp,synthetic8m,0.05,plus,800,0,0.019,0.032,9743,0.16420364379882812
our-cpp,synthetic8m,0.05,plus,1000,0,0.023,0.0246,11948,0.16420364379882812
our-cpp,synthetic8m,0.05,plus,1200,0,0.026,0.0191,14034,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,200,1,0.007,0.0117,5668,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,400,1,0.013,0.0091,10258,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,600,1,0.017,0.0076,14545,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,800,0,0.018,0.0482,9743,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,1000,0,0.02,0.0428,11948,0.16420364379882812
our-cpp,synthetic8m,0.05,minus,1200,0,0.024,0.0366,14034,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,200,1,0.006,0.0072,5471,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,400,1,0.012,0.005,9825,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,600,0,0.013,0.0408,7504,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,800,0,0.017,0.0387,9743,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,1000,0,0.023,0.041,11948,0.16420364379882812
our-cpp,synthetic8m,0.05,multi,1200,0,0.027,0.0238,14034,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,200,1,0.007,0.0005,5256,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,400,1,0.013,0.0004,9775,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,600,1,0.019,0.0003,14048,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,800,0,0.019,0.0365,9743,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,1000,0,0.023,0.0341,11948,0.16420364379882812
our-cpp,synthetic8m,0.05,devide,1200,0,0.027,0.0369,14034,0.16420364379882812
our-cpp,synthetic8m,0.05,mean,200,1,0.016,0.026,13873,0.16561508178710938
our-cpp,synthetic8m,0.05,mean,400,1,0.03,0.0204,26596,0.16561508178710938
our-cpp,synthetic8m,0.05,mean,600,0,0.035,0.0461,18761,0.16561508178710938
our-cpp,synthetic8m,0.05,mean,800,0,0.046,0.0422,24359,0.16561508178710938
our-cpp,synthetic8m,0.05,mean,1000,0,0.055,0.0357,29871,0.16561508178710938
our-cpp,synthetic8m,0.05,mean,1200,0,0.065,0.0374,35085,0.16561508178710938
our-cpp,synthetic8m,0.05,variance,200,1,0.018,0.0238,14293,0.16561508178710938
our-cpp,synthetic8m,0.05,variance,400,0,0.027,0.0499,13001,0.16561508178710938
our-cpp,synthetic8m,0.05,variance,600,1,0.047,0.0157,38594,0.16592025756835938
our-cpp,synthetic8m,0.05,variance,800,0,0.05,0.0352,24359,0.16592025756835938
our-cpp,synthetic8m,0.05,variance,1000,0,0.062,0.0396,29871,0.16592025756835938
our-cpp,synthetic8m,0.05,variance,1200,0,0.071,0.0305,35085,0.16592025756835938
our-cpp,synthetic8m,0.05,max,200,0,0.01,0.0112,6917,0.16592025756835938
our-cpp,synthetic8m,0.05,max,400,0,0.017,0.0075,13001,0.16592025756835938
our-cpp,synthetic8m,0.05,max,600,0,0.029,0.006,18761,0.16592025756835938
our-cpp,synthetic8m,0.05,max,800,0,0.036,0.005,24359,0.16592025756835938
our-cpp,synthetic8m,0.05,max,1000,0,0.044,0.0044,29871,0.16592025756835938
our-cpp,synthetic8m,0.05,max,1200,0,0.054,0.0043,35085,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,200,1,0.014,0.0205,13742,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,400,0,0.023,0.0496,13001,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,600,0,0.035,0.0351,18761,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,800,0,0.048,0.0308,24359,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,1000,0,0.061,0.029,29871,0.16592025756835938
our-cpp,synthetic8m,0.05,L2,1200,0,0.059,0.0285,35085,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,200,1,0.016,0.0228,13163,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,400,1,0.03,0.017,25119,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,600,0,0.037,0.0466,18761,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,800,0,0.049,0.037,24359,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,1000,0,0.059,0.0369,29871,0.16592025756835938
our-cpp,synthetic8m,0.05,weightsum,1200,0,0.079,0.0328,35085,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,200,0,0.006,0.0437,2766,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,400,0,0.01,0.0243,5200,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,600,0,0.016,0.0187,7504,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,800,0,0.02,0.0186,9743,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,1000,0,0.024,0.0172,11948,0.16592025756835938
our-cpp,synthetic8m,0.05,L22,1200,0,0.026,0.0146,14034,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,200,0,0.012,0.0312,6917,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,400,0,0.021,0.0227,13001,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,600,0,0.03,0.0185,18761,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,800,0,0.038,0.0162,24359,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,1000,0,0.046,0.015,29871,0.16592025756835938
our-cpp,synthetic8m,0.05,L2LN,1200,0,0.057,0.0141,35085,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,200,0,0.003,0.0,1383,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,400,0,0.005,0.0,2600,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,600,0,0.008,0.0,3752,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,800,0,0.012,0.0,4871,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,1000,0,0.014,0.0,5974,0.16592025756835938
our-cpp,synthetic8m,0.01,func1,1200,0,0.014,0.0,7017,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,200,0,0.003,0.0,1383,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,400,0,0.005,0.0,2600,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,600,0,0.008,0.0,3752,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,800,0,0.01,0.0,4871,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,1000,0,0.012,0.0,5974,0.16592025756835938
our-cpp,synthetic8m,0.01,boxcox0,1200,0,0.016,0.0,7017,0.16592025756835938
our-cpp,synthetic8m,0.01,plus,200,1,0.007,0.0079,5214,0.16592025756835938
our-cpp,synthetic8m,0.01,plus,400,1,0.013,0.0059,9536,0.16592025756835938
our-cpp,synthetic8m,0.01,plus,600,1,0.026,0.0047,14081,0.16666412353515625
our-cpp,synthetic8m,0.01,plus,800,1,0.031,0.0042,18617,0.16666412353515625
our-cpp,synthetic8m,0.01,plus,1000,1,0.031,0.0039,22266,0.16666412353515625
our-cpp,synthetic8m,0.01,plus,1200,1,0.036,0.0037,25745,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,200,2,0.008,0.0042,6661,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,400,1,0.012,0.0091,9510,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,600,1,0.019,0.0076,13667,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,800,1,0.025,0.0066,17862,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,1000,1,0.03,0.0062,21764,0.16667556762695312
our-cpp,synthetic8m,0.01,minus,1200,1,0.036,0.0043,25205,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,200,1,0.007,0.0072,5236,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,400,1,0.013,0.005,9618,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,600,1,0.018,0.0033,13768,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,800,1,0.023,0.003,18002,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,1000,1,0.03,0.0026,21765,0.1667022705078125
our-cpp,synthetic8m,0.01,multi,1200,1,0.035,0.0024,25722,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,200,1,0.007,0.0005,5305,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,400,1,0.013,0.0004,9690,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,600,1,0.02,0.0003,13823,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,800,1,0.024,0.0002,17859,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,1000,1,0.03,0.0002,22606,0.1667022705078125
our-cpp,synthetic8m,0.01,devide,1200,1,0.036,0.0001,25762,0.1667022705078125
our-cpp,synthetic8m,0.01,mean,200,4,0.03,0.0068,22741,0.16782760620117188
our-cpp,synthetic8m,0.01,mean,400,3,0.037,0.0066,36838,0.16782760620117188
our-cpp,synthetic8m,0.01,mean,600,2,0.048,0.0085,45603,0.16782760620117188
our-cpp,synthetic8m,0.01,mean,800,2,0.059,0.0069,59222,0.16791915893554688
our-cpp,synthetic8m,0.01,mean,1000,2,0.074,0.0063,72789,0.16817092895507812
our-cpp,synthetic8m,0.01,mean,1200,2,0.088,0.0059,85423,0.168792724609375
our-cpp,synthetic8m,0.01,variance,200,3,0.023,0.0099,20432,0.17071533203125
our-cpp,synthetic8m,0.01,variance,400,2,0.038,0.0097,33902,0.17071533203125
our-cpp,synthetic8m,0.01,variance,600,2,0.054,0.007,48042,0.17071533203125
our-cpp,synthetic8m,0.01,variance,800,2,0.071,0.0047,62082,0.17071533203125
our-cpp,synthetic8m,0.01,variance,1000,2,0.081,0.0061,75562,0.17071533203125
our-cpp,synthetic8m,0.01,variance,1200,1,0.088,0.0091,69407,0.17071533203125
our-cpp,synthetic8m,0.01,max,200,1,0.014,0.0002,10653,0.17071533203125
our-cpp,synthetic8m,0.01,max,400,0,0.023,0.0075,13001,0.17071533203125
our-cpp,synthetic8m,0.01,max,600,0,0.032,0.006,18761,0.17071533203125
our-cpp,synthetic8m,0.01,max,800,0,0.041,0.005,24359,0.17071533203125
our-cpp,synthetic8m,0.01,max,1000,0,0.053,0.0044,29871,0.17071533203125
our-cpp,synthetic8m,0.01,max,1200,0,0.066,0.0043,35085,0.17071533203125
our-cpp,synthetic8m,0.01,L2,200,3,0.022,0.008,18661,0.17071533203125
our-cpp,synthetic8m,0.01,L2,400,2,0.034,0.0085,31991,0.17071533203125
our-cpp,synthetic8m,0.01,L2,600,2,0.047,0.0053,46389,0.17071533203125
our-cpp,synthetic8m,0.01,L2,800,1,0.058,0.0097,47171,0.17071533203125
our-cpp,synthetic8m,0.01,L2,1000,1,0.072,0.0091,57910,0.17071533203125
our-cpp,synthetic8m,0.01,L2,1200,1,0.081,0.0087,67620,0.17071533203125
our-cpp,synthetic8m,0.01,weightsum,200,3,0.02,0.009,20112,0.17071533203125
our-cpp,synthetic8m,0.01,weightsum,400,2,0.036,0.01,32068,0.17071533203125
our-cpp,synthetic8m,0.01,weightsum,600,2,0.051,0.007,46652,0.17071533203125
our-cpp,synthetic8m,0.01,weightsum,800,2,0.064,0.0064,60244,0.17071533203125
our-cpp,synthetic8m,0.01,weightsum,1000,2,0.077,0.0061,74028,0.17071533203125
