method,data,function,width,sqltime,memory(GB)
DUCK-F-AM4,synthetic1b5v,variance,600,13.831,18.09361267089844
DUCK-F-AM4,synthetic1b5v,weightsum,600,7.746,17.749244689941406
DUCK-F-AM4,synthetic1m,boxcox0,600,0.036,0.2881011962890625
DUCK-F-AM4,synthetic1m,devide,600,0.037,0.2890777587890625
DUCK-F-AM4,synthetic1m,func1,600,0.036,0.2995185852050781
DUCK-F-AM4,synthetic1m,L22,600,0.036,0.2940826416015625
DUCK-F-AM4,synthetic1m,L2LN,600,0.069,4.017127990722656
DUCK-F-AM4,synthetic1m,L2,600,0.048,0.3000450134277344
DUCK-F-AM4,synthetic1m,max,600,0.042,0.2993354797363281
DUCK-F-AM4,synthetic1m,mean,600,0.052,0.297027587890625
DUCK-F-AM4,synthetic1m,minus,600,0.028,0.2912178039550781
DUCK-F-AM4,synthetic1m,multi,600,0.026,0.2889289855957031
DUCK-F-AM4,synthetic1m,plus,600,0.037,0.2904281616210937
DUCK-F-AM4,synthetic1m,variance,600,0.076,0.3030776977539062
DUCK-F-AM4,synthetic1m,weightsum,600,0.046,0.3019180297851562
DUCK-F-AM4,synthetic256m,boxcox0,600,1.356,11.876258850097656
DUCK-F-AM4,synthetic256m,devide,600,1.234,16.805221557617188
DUCK-F-AM4,synthetic256m,func1,600,1.56,8.619342803955078
DUCK-F-AM4,synthetic256m,L22,600,1.752,23.37559127807617
DUCK-F-AM4,synthetic256m,L2LN,600,3.37,6.2690582275390625
DUCK-F-AM4,synthetic256m,L2,600,2.563,14.672966003417969
DUCK-F-AM4,synthetic256m,max,600,1.768,6.791305541992188
DUCK-F-AM4,synthetic256m,mean,600,1.571,21.560325622558597
DUCK-F-AM4,synthetic256m,minus,600,1.203,7.1715240478515625
DUCK-F-AM4,synthetic256m,multi,600,1.265,13.18796157836914
DUCK-F-AM4,synthetic256m,plus,600,1.253,4.772705078125
DUCK-F-AM4,synthetic256m,variance,600,3.054,24.73312759399414
DUCK-F-AM4,synthetic256m,weightsum,600,1.599,17.821910858154297
DUCK-F-AM4,synthetic2m,boxcox0,600,0.048,0.3123054504394531
DUCK-F-AM4,synthetic2m,devide,600,0.044,0.3216590881347656
DUCK-F-AM4,synthetic2m,func1,600,0.04,0.3107376098632812
DUCK-F-AM4,synthetic2m,L22,600,0.044,0.3251228332519531
DUCK-F-AM4,synthetic2m,L2LN,600,0.078,4.027217864990234
DUCK-F-AM4,synthetic2m,L2,600,0.068,0.3336868286132812
DUCK-F-AM4,synthetic2m,max,600,0.056,0.3340034484863281
DUCK-F-AM4,synthetic2m,mean,600,0.052,0.328643798828125
DUCK-F-AM4,synthetic2m,minus,600,0.043,0.3205032348632812
DUCK-F-AM4,synthetic2m,multi,600,0.037,0.3216781616210937
DUCK-F-AM4,synthetic2m,plus,600,0.045,0.3189277648925781
DUCK-F-AM4,synthetic2m,variance,600,0.08,0.3376350402832031
DUCK-F-AM4,synthetic2m,weightsum,600,0.047,0.3336334228515625
DUCK-F-AM4,synthetic32m,boxcox0,600,0.27,0.7314491271972656
DUCK-F-AM4,synthetic32m,devide,600,0.265,0.9216232299804688
DUCK-F-AM4,synthetic32m,func1,600,0.303,0.7215614318847656
DUCK-F-AM4,synthetic32m,L22,600,0.306,1.0532455444335938
DUCK-F-AM4,synthetic32m,L2LN,600,0.635,4.316303253173828
DUCK-F-AM4,synthetic32m,L2,600,0.519,1.257568359375
DUCK-F-AM4,synthetic32m,max,600,0.368,1.2565193176269531
DUCK-F-AM4,synthetic32m,mean,600,0.313,1.1275634765625
DUCK-F-AM4,synthetic32m,minus,600,0.255,0.9213905334472656
DUCK-F-AM4,synthetic32m,multi,600,0.252,0.9216156005859376
DUCK-F-AM4,synthetic32m,plus,600,0.245,0.8450927734375
DUCK-F-AM4,synthetic32m,variance,600,0.651,1.2625045776367188
DUCK-F-AM4,synthetic32m,weightsum,600,0.318,1.2572975158691406
DUCK-F-AM4,synthetic4m,boxcox0,600,0.061,0.3282356262207031
DUCK-F-AM4,synthetic4m,devide,600,0.056,0.3502311706542969
DUCK-F-AM4,synthetic4m,func1,600,0.066,0.3266944885253906
DUCK-F-AM4,synthetic4m,L22,600,0.071,0.3596382141113281
DUCK-F-AM4,synthetic4m,L2LN,600,0.114,4.049095153808594
DUCK-F-AM4,synthetic4m,L2,600,0.093,0.3859596252441406
DUCK-F-AM4,synthetic4m,max,600,0.084,0.3820457458496094
DUCK-F-AM4,synthetic4m,mean,600,0.071,0.3733634948730469
DUCK-F-AM4,synthetic4m,minus,600,0.055,0.3503646850585937
DUCK-F-AM4,synthetic4m,multi,600,0.051,0.3522300720214844
DUCK-F-AM4,synthetic4m,plus,600,0.061,0.34259033203125
DUCK-F-AM4,synthetic4m,variance,600,0.124,0.395721435546875
DUCK-F-AM4,synthetic4m,weightsum,600,0.069,0.3835258483886719
DUCK-F-AM4,synthetic512m5v,boxcox0,600,3.488,19.921306610107425
DUCK-F-AM4,synthetic512m5v,devide,600,2.028,37.3174934387207
DUCK-F-AM4,synthetic512m5v,func1,600,3.908,8.058300018310547
DUCK-F-AM4,synthetic512m5v,L22,600,4.501,8.695476531982422
DUCK-F-AM4,synthetic512m5v,L2LN,600,7.357,10.771343231201172
DUCK-F-AM4,synthetic512m5v,L2,600,2.979,45.80516815185547
DUCK-F-AM4,synthetic512m5v,max,600,2.286,27.79122543334961
DUCK-F-AM4,synthetic512m5v,mean,600,2.35,54.53067398071289
DUCK-F-AM4,synthetic512m5v,minus,600,2.094,15.312488555908203
DUCK-F-AM4,synthetic512m5v,multi,600,1.993,26.31232452392578
DUCK-F-AM4,synthetic512m5v,plus,600,3.524,30.21292495727539
DUCK-F-AM4,synthetic512m5v,variance,600,3.686,14.341358184814451
DUCK-F-AM4,synthetic512m5v,weightsum,600,4.498,9.67635726928711
DUCK-F-AM4,synthetic64m,boxcox0,600,0.532,1.1151008605957031
DUCK-F-AM4,synthetic64m,devide,600,0.498,1.5048255920410156
DUCK-F-AM4,synthetic64m,func1,600,0.623,1.1698341369628906
DUCK-F-AM4,synthetic64m,L22,600,0.597,1.7104148864746094
DUCK-F-AM4,synthetic64m,L2LN,600,1.051,4.668712615966797
DUCK-F-AM4,synthetic64m,L2,600,0.938,2.015472412109375
DUCK-F-AM4,synthetic64m,max,600,0.684,2.0122528076171875
DUCK-F-AM4,synthetic64m,mean,600,0.607,1.8109397888183596
DUCK-F-AM4,synthetic64m,minus,600,0.485,1.503387451171875
DUCK-F-AM4,synthetic64m,multi,600,0.44,1.5025253295898438
DUCK-F-AM4,synthetic64m,plus,600,0.434,1.3472175598144531
DUCK-F-AM4,synthetic64m,variance,600,1.165,2.0200119018554688
DUCK-F-AM4,synthetic64m,weightsum,600,0.518,2.0184783935546875
DUCK-F-AM4,synthetic8m,boxcox0,600,0.081,0.3716888427734375
DUCK-F-AM4,synthetic8m,devide,600,0.091,0.4136466979980469
DUCK-F-AM4,synthetic8m,func1,600,0.098,0.3750076293945312
DUCK-F-AM4,synthetic8m,L22,600,0.107,0.4465713500976562
DUCK-F-AM4,synthetic8m,L2LN,600,0.191,4.078693389892578
DUCK-F-AM4,synthetic8m,L2,600,0.16,0.5037956237792969
DUCK-F-AM4,synthetic8m,max,600,0.122,0.49993896484375
DUCK-F-AM4,synthetic8m,mean,600,0.107,0.4682846069335937
DUCK-F-AM4,synthetic8m,minus,600,0.086,0.4126739501953125
DUCK-F-AM4,synthetic8m,multi,600,0.084,0.4115524291992187
DUCK-F-AM4,synthetic8m,plus,600,0.085,0.39434814453125
DUCK-F-AM4,synthetic8m,variance,600,0.197,0.5104598999023438
DUCK-F-AM4,synthetic8m,weightsum,600,0.11,0.503509521484375
DUCK-F-AM4,traffic,boxcox0,1000,0.03,0.2974700927734375
DUCK-F-AM4,traffic,devide,1000,0.03,0.3221435546875
DUCK-F-AM4,traffic,func1,1000,0.038,0.3103981018066406
DUCK-F-AM4,traffic,L22,1000,0.048,0.3251609802246094
DUCK-F-AM4,traffic,L2LN,1000,0.105,0.3498916625976562
DUCK-F-AM4,traffic,L2,1000,0.077,0.3518295288085937
DUCK-F-AM4,traffic,max,1000,0.05,0.3470687866210937
DUCK-F-AM4,traffic,mean,1000,0.052,0.3456573486328125
DUCK-F-AM4,traffic,minus,1000,0.042,0.3203239440917969
DUCK-F-AM4,traffic,multi,1000,0.027,0.32269287109375
DUCK-F-AM4,traffic,plus,1000,0.036,0.3169517517089844
DUCK-F-AM4,traffic,variance,1000,0.107,0.3612060546875
DUCK-F-AM4,traffic,weightsum,1000,0.043,0.35308837890625
DUCK-F-AM4,traffic,boxcox0,12000,0.052,0.4635581970214844
DUCK-F-AM4,traffic,devide,12000,0.048,0.9163818359375
DUCK-F-AM4,traffic,func1,12000,0.063,0.3212966918945312
DUCK-F-AM4,traffic,L22,12000,0.062,1.1806755065917969
DUCK-F-AM4,traffic,L2LN,12000,0.092,1.0564117431640625
DUCK-F-AM4,traffic,L2,12000,0.095,1.1970977783203125
DUCK-F-AM4,traffic,max,12000,0.066,0.9502677917480468
DUCK-F-AM4,traffic,mean,12000,0.045,1.1197662353515625
DUCK-F-AM4,traffic,minus,12000,0.041,0.6794319152832031
DUCK-F-AM4,traffic,multi,12000,0.05,0.7397880554199219
DUCK-F-AM4,traffic,plus,12000,0.058,0.5624504089355469
DUCK-F-AM4,traffic,variance,12000,0.097,0.9094314575195312
DUCK-F-AM4,traffic,weightsum,12000,0.057,1.1542854309082031
DUCK-F-AM4,traffic,boxcox0,1200,0.029,0.2311973571777343
DUCK-F-AM4,traffic,devide,1200,0.03,0.2435379028320312
DUCK-F-AM4,traffic,func1,1200,0.033,0.23260498046875
DUCK-F-AM4,traffic,L22,1200,0.032,0.2394142150878906
DUCK-F-AM4,traffic,L2LN,1200,0.08,0.260223388671875
DUCK-F-AM4,traffic,L2,1200,0.064,0.2777519226074219
DUCK-F-AM4,traffic,max,1200,0.061,0.2597084045410156
DUCK-F-AM4,traffic,mean,1200,0.042,0.2617416381835937
DUCK-F-AM4,traffic,minus,1200,0.034,0.2542648315429687
DUCK-F-AM4,traffic,multi,1200,0.026,0.2335014343261718
DUCK-F-AM4,traffic,plus,1200,0.032,0.2422943115234375
DUCK-F-AM4,traffic,variance,1200,0.105,0.2528419494628906
DUCK-F-AM4,traffic,weightsum,1200,0.039,0.2922554016113281
DUCK-F-AM4,traffic,boxcox0,200,0.028,0.2601776123046875
DUCK-F-AM4,traffic,devide,200,0.034,0.2779808044433594
DUCK-F-AM4,traffic,func1,200,0.033,0.2746238708496094
DUCK-F-AM4,traffic,L22,200,0.036,0.2822761535644531
DUCK-F-AM4,traffic,L2LN,200,0.098,0.285247802734375
DUCK-F-AM4,traffic,L2,200,0.083,0.2876853942871094
DUCK-F-AM4,traffic,max,200,0.072,0.287322998046875
DUCK-F-AM4,traffic,mean,200,0.055,0.2839813232421875
DUCK-F-AM4,traffic,minus,200,0.028,0.2765731811523437
DUCK-F-AM4,traffic,multi,200,0.026,0.2773056030273437
DUCK-F-AM4,traffic,plus,200,0.03,0.2710189819335937
DUCK-F-AM4,traffic,variance,200,0.11,0.2991294860839844
DUCK-F-AM4,traffic,weightsum,200,0.061,0.2874755859375
DUCK-F-AM4,traffic,boxcox0,400,0.043,0.2689437866210937
DUCK-F-AM4,traffic,devide,400,0.037,0.287994384765625
DUCK-F-AM4,traffic,func1,400,0.031,0.2842178344726562
DUCK-F-AM4,traffic,L22,400,0.035,0.2928810119628906
DUCK-F-AM4,traffic,L2LN,400,0.097,0.3026657104492187
DUCK-F-AM4,traffic,L2,400,0.071,0.3022651672363281
DUCK-F-AM4,traffic,max,400,0.075,0.3033523559570312
DUCK-F-AM4,traffic,mean,400,0.047,0.2995071411132812
DUCK-F-AM4,traffic,minus,400,0.028,0.2869415283203125
DUCK-F-AM4,traffic,multi,400,0.028,0.2871894836425781
DUCK-F-AM4,traffic,plus,400,0.037,0.2822113037109375
DUCK-F-AM4,traffic,variance,400,0.122,0.3130455017089844
DUCK-F-AM4,traffic,weightsum,400,0.045,0.3045501708984375
DUCK-F-AM4,traffic,boxcox0,600,0.028,0.2787666320800781
DUCK-F-AM4,traffic,devide,600,0.035,0.2985496520996094
DUCK-F-AM4,traffic,func1,600,0.034,0.2899322509765625
DUCK-F-AM4,traffic,L22,600,0.049,0.3011016845703125
DUCK-F-AM4,traffic,L2LN,600,0.098,4.009181976318359
DUCK-F-AM4,traffic,L2,600,0.071,0.3205947875976562
DUCK-F-AM4,traffic,max,600,0.056,0.3161773681640625
DUCK-F-AM4,traffic,mean,600,0.055,0.3151168823242187
DUCK-F-AM4,traffic,minus,600,0.042,0.2971916198730469
DUCK-F-AM4,traffic,multi,600,0.027,0.2989540100097656
DUCK-F-AM4,traffic,plus,600,0.029,0.2939605712890625
DUCK-F-AM4,traffic,variance,600,0.118,0.320404052734375
DUCK-F-AM4,traffic,weightsum,600,0.045,0.3214225769042969
DUCK-F-AM4,traffic,boxcox0,800,0.03,0.2883415222167969
DUCK-F-AM4,traffic,devide,800,0.028,0.3100318908691406
DUCK-F-AM4,traffic,func1,800,0.046,0.3025245666503906
DUCK-F-AM4,traffic,L22,800,0.056,0.3134231567382812
DUCK-F-AM4,traffic,L2LN,800,0.081,0.332763671875
DUCK-F-AM4,traffic,L2,800,0.078,0.3364830017089844
DUCK-F-AM4,traffic,max,800,0.064,0.3319664001464844
DUCK-F-AM4,traffic,mean,800,0.049,0.3294601440429687
DUCK-F-AM4,traffic,minus,800,0.03,0.3088531494140625
DUCK-F-AM4,traffic,multi,800,0.037,0.3097686767578125
DUCK-F-AM4,traffic,plus,800,0.025,0.3050041198730469
DUCK-F-AM4,traffic,variance,800,0.124,0.3458442687988281
DUCK-F-AM4,traffic,weightsum,800,0.059,0.3354606628417969
DUCK-F-AM4,synthetic128m,boxcox0,800,0.857,2.2931671142578125
DUCK-F-AM4,synthetic128m,devide,800,0.823,3.2870101928710938
DUCK-F-AM4,synthetic128m,func1,800,0.887,2.31801986694336
DUCK-F-AM4,synthetic128m,L22,800,1.026,7.159393310546875
DUCK-F-AM4,synthetic128m,L2LN,800,1.814,8.331245422363281
DUCK-F-AM4,synthetic128m,L2,800,1.341,4.9665374755859375
DUCK-F-AM4,synthetic128m,max,800,1.091,2.300933837890625
DUCK-F-AM4,synthetic128m,mean,800,0.952,3.95376968383789
DUCK-F-AM4,synthetic128m,minus,800,0.754,3.287178039550781
DUCK-F-AM4,synthetic128m,multi,800,0.763,3.287273406982422
DUCK-F-AM4,synthetic128m,plus,800,0.81,2.95428466796875
DUCK-F-AM4,synthetic128m,variance,800,1.797,4.294479370117188
DUCK-F-AM4,synthetic128m,weightsum,800,0.902,7.651908874511719
DUCK-F-AM4,synthetic16m,boxcox0,800,0.146,0.5421066284179688
DUCK-F-AM4,synthetic16m,devide,800,0.143,0.6164779663085938
DUCK-F-AM4,synthetic16m,func1,800,0.16,0.5343818664550781
DUCK-F-AM4,synthetic16m,L22,800,0.188,0.6787643432617188
DUCK-F-AM4,synthetic16m,L2LN,800,0.337,0.7474899291992188
DUCK-F-AM4,synthetic16m,L2,800,0.278,0.8024864196777344
DUCK-F-AM4,synthetic16m,max,800,0.198,0.7987823486328125
DUCK-F-AM4,synthetic16m,mean,800,0.175,0.7396621704101562
DUCK-F-AM4,synthetic16m,minus,800,0.145,0.61932373046875
DUCK-F-AM4,synthetic16m,multi,800,0.138,0.618408203125
DUCK-F-AM4,synthetic16m,plus,800,0.139,0.5938186645507812
DUCK-F-AM4,synthetic16m,variance,800,0.34,0.8072395324707031
DUCK-F-AM4,synthetic16m,weightsum,800,0.175,0.7925872802734375
DUCK-F-AM4,synthetic1b5v,boxcox0,800,6.569,12.011566162109377
DUCK-F-AM4,synthetic1b5v,devide,800,6.519,23.00244140625
DUCK-F-AM4,synthetic1b5v,func1,800,7.233,11.902442932128906
DUCK-F-AM4,synthetic1b5v,L22,800,8.51,26.936504364013672
DUCK-F-AM4,synthetic1b5v,L2LN,800,14.013,26.60626602172852
DUCK-F-AM4,synthetic1b5v,L2,800,11.593,31.06299591064453
DUCK-F-AM4,synthetic1b5v,max,800,8.754,29.478870391845703
DUCK-F-AM4,synthetic1b5v,mean,800,7.644,30.920875549316406
DUCK-F-AM4,synthetic1b5v,minus,800,6.628,25.355918884277344
DUCK-F-AM4,synthetic1b5v,multi,800,6.343,25.406982421875
DUCK-F-AM4,synthetic1b5v,plus,800,6.52,25.26576232910156
DUCK-F-AM4,synthetic1b5v,variance,800,13.989,31.663864135742188
DUCK-F-AM4,synthetic1b5v,weightsum,800,7.683,29.500511169433597
DUCK-F-AM4,synthetic1m,boxcox0,800,0.044,0.2968368530273437
DUCK-F-AM4,synthetic1m,devide,800,0.03,0.2973365783691406
DUCK-F-AM4,synthetic1m,func1,800,0.042,0.3054275512695312
DUCK-F-AM4,synthetic1m,L22,800,0.035,0.3023872375488281
DUCK-F-AM4,synthetic1m,L2LN,800,0.085,0.3143577575683594
DUCK-F-AM4,synthetic1m,L2,800,0.052,0.3120346069335937
DUCK-F-AM4,synthetic1m,max,800,0.041,0.3094711303710937
DUCK-F-AM4,synthetic1m,mean,800,0.043,0.3073997497558594
DUCK-F-AM4,synthetic1m,minus,800,0.027,0.3008880615234375
DUCK-F-AM4,synthetic1m,multi,800,0.041,0.2986412048339844
DUCK-F-AM4,synthetic1m,plus,800,0.041,0.2994461059570312
DUCK-F-AM4,synthetic1m,variance,800,0.072,0.3148918151855469
DUCK-F-AM4,synthetic1m,weightsum,800,0.042,0.31317138671875
DUCK-F-AM4,synthetic256m,boxcox0,800,1.358,12.692668914794922
DUCK-F-AM4,synthetic256m,devide,800,1.239,15.603630065917969
DUCK-F-AM4,synthetic256m,func1,800,1.5,8.617694854736328
DUCK-F-AM4,synthetic256m,L22,800,1.958,23.37814712524414
DUCK-F-AM4,synthetic256m,L2LN,800,3.115,28.942798614501957
DUCK-F-AM4,synthetic256m,L2,800,2.631,13.097457885742188
DUCK-F-AM4,synthetic256m,max,800,1.794,6.797924041748047
DUCK-F-AM4,synthetic256m,mean,800,1.564,19.987247467041016
DUCK-F-AM4,synthetic256m,minus,800,1.255,7.1724395751953125
DUCK-F-AM4,synthetic256m,multi,800,1.3,11.982616424560549
DUCK-F-AM4,synthetic256m,plus,800,1.213,4.772369384765625
DUCK-F-AM4,synthetic256m,variance,800,3.428,24.73605728149414
DUCK-F-AM4,synthetic256m,weightsum,800,1.572,17.824752807617188
DUCK-F-AM4,synthetic2m,boxcox0,800,0.058,0.3262367248535156
DUCK-F-AM4,synthetic2m,devide,800,0.048,0.3366165161132812
DUCK-F-AM4,synthetic2m,func1,800,0.047,0.3239936828613281
DUCK-F-AM4,synthetic2m,L22,800,0.049,0.3390541076660156
DUCK-F-AM4,synthetic2m,L2LN,800,0.083,0.3554496765136719
DUCK-F-AM4,synthetic2m,L2,800,0.065,0.3524208068847656
DUCK-F-AM4,synthetic2m,max,800,0.05,0.3476104736328125
DUCK-F-AM4,synthetic2m,mean,800,0.046,0.3475341796875
DUCK-F-AM4,synthetic2m,minus,800,0.04,0.3331146240234375
DUCK-F-AM4,synthetic2m,multi,800,0.039,0.334716796875
DUCK-F-AM4,synthetic2m,plus,800,0.044,0.3335342407226562
DUCK-F-AM4,synthetic2m,variance,800,0.083,0.3469772338867187
DUCK-F-AM4,synthetic2m,weightsum,800,0.044,0.3499641418457031
DUCK-F-AM4,synthetic32m,boxcox0,800,0.299,0.8275909423828125
DUCK-F-AM4,synthetic32m,devide,800,0.258,1.0553092956542969
DUCK-F-AM4,synthetic32m,func1,800,0.308,0.8190231323242188
DUCK-F-AM4,synthetic32m,L22,800,0.338,1.1858787536621094
DUCK-F-AM4,synthetic32m,L2LN,800,0.587,1.3247795104980469
DUCK-F-AM4,synthetic32m,L2,800,0.513,1.4583244323730469
DUCK-F-AM4,synthetic32m,max,800,0.374,1.4566268920898438
DUCK-F-AM4,synthetic32m,mean,800,0.339,1.3279190063476562
DUCK-F-AM4,synthetic32m,minus,800,0.254,1.054607391357422
DUCK-F-AM4,synthetic32m,multi,800,0.242,1.0536575317382812
DUCK-F-AM4,synthetic32m,plus,800,0.249,0.9772720336914062
DUCK-F-AM4,synthetic32m,variance,800,0.608,1.4631919860839844
DUCK-F-AM4,synthetic32m,weightsum,800,0.337,1.4595680236816406
DUCK-F-AM4,synthetic4m,boxcox0,800,0.06,0.3446159362792969
DUCK-F-AM4,synthetic4m,devide,800,0.055,0.3657112121582031
DUCK-F-AM4,synthetic4m,func1,800,0.066,0.3481483459472656
DUCK-F-AM4,synthetic4m,L22,800,0.069,0.3806419372558594
DUCK-F-AM4,synthetic4m,L2LN,800,0.122,0.4077949523925781
DUCK-F-AM4,synthetic4m,L2,800,0.098,0.4124259948730469
DUCK-F-AM4,synthetic4m,max,800,0.076,0.4081954956054687
DUCK-F-AM4,synthetic4m,mean,800,0.067,0.3989410400390625
DUCK-F-AM4,synthetic4m,minus,800,0.054,0.3700027465820312
DUCK-F-AM4,synthetic4m,multi,800,0.057,0.372528076171875
DUCK-F-AM4,synthetic4m,plus,800,0.057,0.3626022338867187
DUCK-F-AM4,synthetic4m,variance,800,0.124,0.4222335815429687
DUCK-F-AM4,synthetic4m,weightsum,800,0.076,0.4073677062988281
DUCK-F-AM4,synthetic512m5v,boxcox0,800,3.485,19.921226501464844
DUCK-F-AM4,synthetic512m5v,devide,800,1.974,37.32413482666016
DUCK-F-AM4,synthetic512m5v,func1,800,3.835,8.058544158935547
DUCK-F-AM4,synthetic512m5v,L22,800,4.308,13.10000228881836
DUCK-F-AM4,synthetic512m5v,L2LN,800,7.415,15.956794738769531
DUCK-F-AM4,synthetic512m5v,L2,800,2.999,45.815956115722656
DUCK-F-AM4,synthetic512m5v,max,800,2.278,27.790943145751957
DUCK-F-AM4,synthetic512m5v,mean,800,2.5,50.038360595703125
DUCK-F-AM4,synthetic512m5v,minus,800,2.096,15.312091827392578
DUCK-F-AM4,synthetic512m5v,multi,800,2.014,26.31447982788086
DUCK-F-AM4,synthetic512m5v,plus,800,3.331,30.215381622314453
DUCK-F-AM4,synthetic512m5v,variance,800,3.676,14.335803985595703
DUCK-F-AM4,synthetic512m5v,weightsum,800,4.183,15.914703369140623
DUCK-F-AM4,synthetic64m,boxcox0,800,0.492,1.2883186340332031
DUCK-F-AM4,synthetic64m,devide,800,0.483,1.7563018798828125
DUCK-F-AM4,synthetic64m,func1,800,0.54,1.3438186645507812
DUCK-F-AM4,synthetic64m,L22,800,0.596,1.9623374938964844
DUCK-F-AM4,synthetic64m,L2LN,800,1.185,2.171306610107422
DUCK-F-AM4,synthetic64m,L2,800,0.909,2.367149353027344
DUCK-F-AM4,synthetic64m,max,800,0.612,2.364269256591797
DUCK-F-AM4,synthetic64m,mean,800,0.62,2.162242889404297
DUCK-F-AM4,synthetic64m,minus,800,0.465,1.7543869018554688
DUCK-F-AM4,synthetic64m,multi,800,0.459,1.7525367736816406
DUCK-F-AM4,synthetic64m,plus,800,0.462,1.5965919494628906
DUCK-F-AM4,synthetic64m,variance,800,1.043,2.3702392578125
DUCK-F-AM4,synthetic64m,weightsum,800,0.597,2.370346069335937
DUCK-F-AM4,synthetic8m,boxcox0,800,0.09,0.3953437805175781
DUCK-F-AM4,synthetic8m,devide,800,0.084,0.444610595703125
DUCK-F-AM4,synthetic8m,func1,800,0.096,0.3992767333984375
DUCK-F-AM4,synthetic8m,L22,800,0.113,0.47802734375
DUCK-F-AM4,synthetic8m,L2LN,800,0.202,0.5194053649902344
DUCK-F-AM4,synthetic8m,L2,800,0.153,0.5506362915039062
DUCK-F-AM4,synthetic8m,max,800,0.125,0.5508193969726562
DUCK-F-AM4,synthetic8m,mean,800,0.103,0.5185317993164062
DUCK-F-AM4,synthetic8m,minus,800,0.086,0.4442481994628906
DUCK-F-AM4,synthetic8m,multi,800,0.087,0.4327125549316406
DUCK-F-AM4,synthetic8m,plus,800,0.083,0.4269905090332031
DUCK-F-AM4,synthetic8m,variance,800,0.201,0.55987548828125
DUCK-F-AM4,synthetic8m,weightsum,800,0.106,0.5525856018066406
DUCK-F-AM4,soccerdata,boxcox0,1000,0.081,0.5615882873535156
DUCK-F-AM4,soccerdata,devide,1000,0.076,0.7439384460449219
DUCK-F-AM4,soccerdata,func1,1000,0.083,0.4791450500488281
DUCK-F-AM4,soccerdata,L22,1000,0.098,1.2750015258789062
DUCK-F-AM4,soccerdata,L2LN,1000,0.203,1.5213241577148438
DUCK-F-AM4,soccerdata,L2,1000,0.14,1.3984870910644531
DUCK-F-AM4,soccerdata,max,1000,0.069,1.0388450622558594
DUCK-F-AM4,soccerdata,mean,1000,0.311,0.7098007202148438
DUCK-F-AM4,soccerdata,minus,1000,0.051,0.5754737854003906
DUCK-F-AM4,soccerdata,multi,1000,0.056,0.6899375915527344
DUCK-F-AM4,soccerdata,plus,1000,0.049,0.5158309936523438
DUCK-F-AM4,soccerdata,variance,1000,3.491,0.5795783996582031
DUCK-F-AM4,soccerdata,weightsum,1000,0.251,1.4102096557617188
DUCK-F-AM4,soccerdata,boxcox0,12000,0.086,0.6268882751464844
DUCK-F-AM4,soccerdata,devide,12000,0.089,1.0088233947753906
DUCK-F-AM4,soccerdata,func1,12000,0.112,0.4270477294921875
DUCK-F-AM4,soccerdata,L22,12000,0.105,1.2040367126464844
DUCK-F-AM4,soccerdata,L2LN,12000,0.179,1.572357177734375
DUCK-F-AM4,soccerdata,L2,12000,0.158,1.5447502136230469
DUCK-F-AM4,soccerdata,max,12000,0.08,1.5240097045898438
DUCK-F-AM4,soccerdata,mean,12000,0.282,1.153911590576172
DUCK-F-AM4,soccerdata,minus,12000,0.082,0.9079322814941406
DUCK-F-AM4,soccerdata,multi,12000,0.057,0.9713401794433594
DUCK-F-AM4,soccerdata,plus,12000,0.068,0.7987861633300781
DUCK-F-AM4,soccerdata,variance,12000,3.686,1.1442794799804688
DUCK-F-AM4,soccerdata,weightsum,12000,0.268,1.5385513305664062
DUCK-F-AM4,soccerdata,boxcox0,1200,0.076,0.3289680480957031
DUCK-F-AM4,soccerdata,devide,1200,0.083,0.4474143981933594
DUCK-F-AM4,soccerdata,func1,1200,0.085,0.2893562316894531
DUCK-F-AM4,soccerdata,L22,1200,0.088,0.4015274047851562
DUCK-F-AM4,soccerdata,L2LN,1200,0.187,0.5281295776367188
DUCK-F-AM4,soccerdata,L2,1200,0.151,0.5741119384765625
DUCK-F-AM4,soccerdata,max,1200,0.067,0.4501953125
DUCK-F-AM4,soccerdata,mean,1200,0.29,0.4006271362304687
DUCK-F-AM4,soccerdata,minus,1200,0.047,0.3285942077636719
DUCK-F-AM4,soccerdata,multi,1200,0.045,0.3872222900390625
DUCK-F-AM4,soccerdata,plus,1200,0.046,0.3860130310058594
DUCK-F-AM4,soccerdata,variance,1200,4.635,0.5080184936523438
DUCK-F-AM4,soccerdata,weightsum,1200,0.249,0.70001220703125
DUCK-F-AM4,soccerdata,boxcox0,200,0.079,0.5140304565429688
DUCK-F-AM4,soccerdata,devide,200,0.076,0.5084342956542969
DUCK-F-AM4,soccerdata,func1,200,0.079,0.4723472595214844
DUCK-F-AM4,soccerdata,L22,200,0.092,1.3386688232421875
DUCK-F-AM4,soccerdata,L2LN,200,0.193,1.3422393798828125
DUCK-F-AM4,soccerdata,L2,200,0.125,1.2770500183105469
DUCK-F-AM4,soccerdata,max,200,0.067,0.808746337890625
DUCK-F-AM4,soccerdata,mean,200,0.32,0.5810623168945312
DUCK-F-AM4,soccerdata,minus,200,0.045,0.3426742553710937
DUCK-F-AM4,soccerdata,multi,200,0.064,0.455352783203125
DUCK-F-AM4,soccerdata,plus,200,0.048,0.4959716796875
DUCK-F-AM4,soccerdata,variance,200,4.905,0.6911087036132812
